idPNMain,PNGId,PNstat,id,alpha,delta,diamArcSeconds,diameter,axisRatio,posAngle,Catalogue,Common name,Caldwell-Messier
8461,PN G167.3-03.1,T,IPHASX J045847.7+373640,74.69886,37.61134,16.9,0.282,1,,2014MNRAS.443.3388S,,
8466,PN G193.5-03.1,T,IPHASX J060328.1+154108,90.86723,15.6857,55,0.917,,,2014MNRAS.443.3388S,,
8467,PN G190.7-01.3,T,IPHASX J060412.2+190031,91.05104,19.00874,70,1.167,,,2014MNRAS.443.3388S,,
8469,PN G204.3-01.6,T,IPHASX J062937.8+065220,97.40788,6.87226,31,0.517,,,2014MNRAS.443.3388S,,
8470,PN G197.3+02.7,T,IPHASX J063223.9+150410,98.09977,15.06954,90,1.5,,,2014MNRAS.443.3388S,,
8478,PN G031.1+02.1,L,IPHASX J184030.1-003822,280.12542,-0.6395,22.2,0.37,1,,2014MNRAS.443.3388S,,
8489,PN G032.7-00.5,L,IPHASX J185312.9-002529,283.30388,-0.42497,25.8,0.43,1.52,,2014MNRAS.443.3388S,,
8493,PN G032.6-00.7,L,IPHASX J185342.6-003628,283.4275,-0.608,22.8,0.38,1,,2014MNRAS.443.3388S,,
8496,PN G032.9-01.4,T,IPHASX J185640.0-003804,284.16675,-0.63458,15,0.25,,,2014MNRAS.443.3388S,,
8499,PN G040.5+01.9,T,IPHASX J185815.8+073753,284.56605,7.63152,7.1,0.118,1.13,,2014MNRAS.443.3388S,,
8501,PN G044.4+03.1,T,IPHASX J190115.5+114150,285.31465,11.69742,25.8,0.43,1,,2014MNRAS.443.3388S,,
8504,PN G036.0-01.4,T,IPHASX J190227.3+020804,285.61379,2.13464,92,1.533,,,2014MNRAS.443.3388S,,
8505,PN G047.1+03.9,T,IPHASX J190319.0+142524,285.82928,14.42347,14.6,0.243,1.22,,2014MNRAS.443.3388S,,
8512,PN G042.6+01.3,T,IPHASX J190432.9+091656,286.13729,9.28241,8.2,0.137,1,,2014MNRAS.443.3388S,,
8513,PN G045.4+02.6,T,IPHASX J190447.9+121844,286.19997,12.31241,12.2,0.203,1.33,,2014MNRAS.443.3388S,,
8514,PN G043.6+01.7,T,IPHASX J190454.0+101801,286.22527,10.30028,18.2,0.303,1.12,,2014MNRAS.443.3388S,,
8517,PN G044.3+01.8,T,IPHASX J190543.8+110018,286.43268,11.00515,7.6,0.127,1,,2014MNRAS.443.3388S,,
8519,PN G032.3-04.5,L,IPHASX J190631.5-023236,286.63163,-2.54333,16.1,0.268,1,,2014MNRAS.443.3388S,,
8522,PN G038.9-01.3,T,IPHASX J190718.1+044056,286.82562,4.68225,9.3,0.155,2.82,,2014MNRAS.443.3388S,,
8524,PN G047.8+02.4,T,IPHASX J191001.1+142202,287.50472,14.36742,9.7,0.162,1,,2014MNRAS.443.3388S,,
8525,PN G038.0-02.5,T,IPHASX J191003.4+032224,287.51414,3.37335,225,3.75,,,IPHAS_candidates,,
8526,PN G044.9+00.8,T,IPHASX J191022.1+110538,287.5921,11.09403,9.7,0.162,1,,2014MNRAS.443.3388S,,
8527,PN G038.3-02.5,T,IPHASX J191027.4+034046,287.61423,3.67968,13.3,0.222,1,,2014MNRAS.443.3388S,,
8528,PN G040.6-01.5,T,IRAS 19086+0603,287.7698,6.14585,32,0.533,1.45,,IPHAS_candidates,,
8530,PN G048.2+01.9,T,IPHASX J191255.4+143248,288.23118,14.54669,7.5,0.125,1,,2014MNRAS.443.3388S,,
8531,PN G051.2+03.2,T,IPHAS XJ191345.6+174752,288.43987,17.79787,6.5,0.108,1,,2014MNRAS.443.3388S,,
8533,PN G047.6+01.0,T,IPHASX J191445.1+133219,288.688,13.53885,15.4,0.257,1.34,,2014MNRAS.443.3388S,,
8535,PN G039.0-04.0,L,IPHASX J191716.4+033447,289.31837,3.57982,32,0.533,1,,2014MNRAS.443.3388S,,
8536,PN G052.0+02.7,T,IPHASX J191716.5+181518,289.319,18.25506,46.1,0.768,1,,2014MNRAS.443.3388S,,
8537,PN G042.7-02.5,T,IPHASX J191840.4+073131,289.66846,7.52531,41.2,0.687,1,,2014MNRAS.443.3388S,,
8539,PN G051.7+01.3,T,IPHASX J192146.7+172055,290.44464,17.34886,29,0.483,,,2014MNRAS.443.3388S,,
8540,PN G048.7-00.2,T,IPHASX J192152.0+135223,290.46683,13.87311,13,0.217,,,2014MNRAS.443.3388S,,
8541,PN G049.2+00.0,T,IPHASX J192153.9+143056,290.47476,14.51561,18.3,0.305,1.35,,2014MNRAS.443.3388S,,
8545,PN G050.6+00.0,T,IPHASX J192436.3+154402,291.15142,15.73389,22.6,0.377,1.55,,2014MNRAS.443.3388S,,
8548,PN G059.1+03.5,T,IPHASX J192837.7+245024,292.15733,24.84023,12.7,0.212,1.38,,2014MNRAS.443.3388S,,
8550,PN G054.4+00.5,T,IPHASX J193009.3+192129,292.53875,19.35806,221,3.683,,,2014MNRAS.443.3388S,,
8551,PN G054.7+00.4,T,UWISH2 PN 4,292.79488,19.48491,19,0.317,,,2014MNRAS.443.3388S,,
8552,PN G048.1-03.2,T,IPHASX J193127.0+115622,292.86254,11.9397,26.7,0.445,1,,2014MNRAS.443.3388S,,
8553,PN G049.6-02.8,T,IPHASX J193305.9+132921,293.2746,13.48918,60,1,,,IPHAS_candidates,,
8557,PN G051.9-02.5,T,IPHASX J193633.5+153345,294.1396,15.56258,103,1.717,,,2014MNRAS.443.3388S,,
8559,PN G049.3-04.0,L,IPHASX J193636.3+123758,294.15226,12.63396,270,4.5,,,IPHAS_candidates,,
8560,PN G056.1-00.4,T,IPHASX J193718.6+202102,294.32783,20.35083,47,0.783,,,2014MNRAS.443.3388S,,
8561,PN G062.1+02.8,T,IPHASX J193752.2+271119,294.46783,27.18883,25,0.417,,,2014MNRAS.443.3388S,,
8562,PN G062.0+02.5,T,IPHASX J193827.8+265752,294.61624,26.96448,6.4,0.107,1,,2014MNRAS.443.3388S,,
8564,PN G057.9-00.7,T,Kn 7,295.60847,21.75586,27.4,0.457,1.75,,2006A&A...447..921K,,
8565,PN G052.1-04.1,T,IPHASX J194232.8+150034,295.63708,15.00949,18.6,0.31,1,,2014MNRAS.443.3388S,,
8566,PN G058.1-00.8,T,IPHASX J194301.3+215424,295.75554,21.90692,14,0.233,,,IPHAS_candidates,,
8568,PN G062.9+01.3,T,IPHASX J194510.6+270930,296.29447,27.15834,14.3,0.238,1.47,,2014MNRAS.443.3388S,,
8569,PN G059.8-00.6,T,IPHASX J194556.2+232833,296.48432,23.47601,53.6,0.893,1.83,,2014MNRAS.443.3388S,,
8571,PN G059.7-01.0,T,IPHASX J194727.5+230816,296.86495,23.13793,34.5,0.575,1,,2014MNRAS.443.3388S,,
8572,PN G066.8+02.9,T,IPHASX J194751.9+311818,296.96631,31.30503,12.9,0.215,1.9,,2014MNRAS.443.3388S,,
8577,PN G062.7+00.0,T,IPHASX J194940.9+261521,297.42057,26.25588,22.1,0.368,2.15,,2014MNRAS.443.3388S,,
8581,PN G067.9+02.4,T,IPHASX J195221.6+315859,298.09039,31.98329,42,0.7,,,2014MNRAS.443.3388S,,
8582,PN G067.5+01.8,T,MVP 1,298.49256,31.35564,228,3.8,1.3,,2014MNRAS.443.3388S,,
8583,PN G068.0+02.1,T,IPHASX J195400.8+315554,298.50372,31.93189,30.3,0.505,1,,2014MNRAS.443.3388S,,
8584,PN G067.8+01.8,T,IPHASX J195436.4+313326,298.65187,31.55733,12,0.2,1.2,,2014MNRAS.443.3388S,,
8585,PN G064.1-00.9,T,IPHASX J195657.6+265713,299.24003,26.95372,28.7,0.478,1.16,,2014MNRAS.443.3388S,,
8586,PN G066.4-00.0,T,IPHASX J195836.4+292314,299.65196,29.38741,17.4,0.29,1.57,,2014MNRAS.443.3388S,,
8596,PN G068.0+00.0,T,IPHASX J200224.3+304845,300.60135,30.81267,25.4,0.423,1.52,,2014MNRAS.443.3388S,,
8597,PN G072.0+02.2,T,Ou 6,300.97314,35.38062,14.9,0.248,1.2,,2014MNRAS.443.3388S,,
8599,PN G073.6+02.8,T,IPHASX J200522.0++36594,301.34192,36.99521,10.5,0.175,1.25,,2014MNRAS.443.3388S,,
8603,PN G071.3-00.6,T,IPHASX J201339.0+331507,303.41259,33.25196,8.6,0.143,1.08,,2014MNRAS.443.3388S,,
8606,PN G091.6-01.0,T,IPHASX J212335.3+484717,320.89708,48.78828,18.8,0.313,1.37,,2014MNRAS.443.3388S,,
8608,PN G098.9-01.1,T,IPHASX J215842.3+533003,329.67628,53.50094,30.5,0.508,1,,2014MNRAS.443.3388S,,
8612,PN G114.7-01.2,T,IPHASX J234403.8+603242,356.01585,60.54511,22.1,0.368,1,,2014MNRAS.443.3388S,,
8613,PN G116.3+01.9,L,IPHASX J235044.2+640311,357.68439,64.05327,26.3,0.438,1.09,,2014MNRAS.443.3388S,,
8748,PN G146.1-08.1,L,Fr 2-23,48.69146,48.20167,1650,27.5,1.06,,DFrew,,
8752,PN G227.3+12.9,L,AlvKn 1,121.0185,-6.51583,1010,16.833,1.2,,2014apn6.confE..48K,,
8785,PN G000.0-01.8a,T,JaSt 83,268.18763,-29.84983,3.3,0.055,1,,2001A&A...373..536V,,
8788,PN G307.3-01.6a,T,FrBc 1,202.97613,-64.20947,8,0.133,,,DFrew,,
8790,PN G162.9-01.6,T,Kn 131,72.57375,41.91478,266,4.433,1.39,,HYPERLEDA_candidates,,
8800,PN G061.9+02.9,T,CGMW 5-11005,294.14948,27.06914,13,0.217,,,HYPERLEDA_candidates,,
9644,PN G132.8+02.0,T,IPHASX J022045.0+631134,35.18777,63.19303,30,0.5,,,2009A&A...504..291V,,
9667,PN G138.5-00.0,L,IPHASX J025658.2+585547,44.24246,58.92978,12,0.2,2,,2009A&A...504..291V,,
9824,PN G183.0+00.0,T,IPHASX J055242.8+262116,88.17838,26.35447,16.1,0.268,1,,2009A&A...504..291V,,
9943,PN G029.9+03.7,T,IPHASX J183249.6-005638,278.207,-0.94397,4.6,0.077,0.82,,2009A&A...504..291V,,
9954,PN G032.8+01.5,T,IPHAS J184546.74+003630.9,281.44468,0.60878,4,0.067,,,2009A&A...504..291V,,
9956,PN G029.5-00.2,L,IPHAS J184616.33-030626.0,281.56793,-3.10711,3.8,0.063,1,,2009A&A...504..291V,,
9967,PN G040.1+03.2,T,IPHAS XJ185309.4+075241,283.28925,7.87806,12.2,0.203,1.51,,2009A&A...504..291V,,
9968,PN G038.4+02.2,T,IPHAS J185321.76+055641.9,283.34067,5.94497,5,0.083,1,,2009A&A...504..291V,,
9981,PN G040.6+01.5,T,IPHASX J185957.0+073544,284.98758,7.59569,3.7,0.062,1,,2009A&A...504..291V,,
9991,PN G044.2+01.9,T,IPHAS J190518.33+105750.5,286.32639,10.96403,4,0.067,,,2009A&A...504..291V,,
10002,PN G045.7+01.4,T,Te 6,287.47811,12.08201,18,0.3,,,2006A&A...447..921K,,
10005,PN G044.6+00.4,T,IRAS 19089+1032,287.82147,10.62617,4.2,0.07,1,,2009A&A...504..291V,,
10010,PN G050.8+02.3,T,IPHAS J191621.43+165638.9,289.08929,16.94414,5.3,0.088,1,,2009A&A...504..291V,,
10013,PN G043.3-01.9,T,IPHASX J191727.0+082036,289.3627,8.34361,15.2,0.253,1,,2009A&A...504..291V,,
10019,PN G050.6+01.3,T,IRAS 19174+1615,289.9288,16.35778,4,0.067,1,,2009A&A...504..291V,,
10030,PN G045.7-01.6,L,IPHAS J192101.15+103734.6,290.25479,10.62628,3,0.05,,,2009A&A...504..291V,,
10039,PN G051.8+00.2,T,IPHAS J192553.53+165331.4,291.47305,16.89206,5.7,0.095,1.16,,2009A&A...504..291V,,
10046,PN G059.1+03.3,T,IPHASX J192902.5+244646,292.26062,24.77967,9.9,0.165,1.14,,2009A&A...504..291V,,
10056,PN G048.0-04.4,T,IPHASX J193532.1+112115,293.88376,11.35436,9.2,0.153,1,,2009A&A...504..291V,,
10059,PN G053.4-01.8,T,IPHAS J193652.96+171940.7,294.22067,17.32797,4.1,0.068,1,,2009A&A...504..291V,,
10061,PN G056.4-00.3,T,IPHASX J193740.4+203547,294.41864,20.59662,30.7,0.512,1,,2009A&A...504..291V,,
10076,PN G059.8-00.5,T,2MASS J19453289+2328105,296.38705,23.46958,2.5,0.042,,,2009A&A...504..291V,,
10080,PN G056.6-02.7,T,IPHASX J194648.2+193608,296.70154,19.60308,3,0.05,,,2009A&A...504..291V,,
10085,PN G060.3-01.4,T,IPHAS J194957.59+232600.6,297.48996,23.4335,3.5,0.058,,,2009A&A...504..291V,,
10087,PN G063.5+00.0,T,IPHASX J195126.5+265839,297.86045,26.97749,7.7,0.128,1.13,,2009A&A...504..291V,,
10091,PN G062.7-00.7,L,IPHASX J195248.8+255359,298.20349,25.89978,27,0.45,,,2009A&A...504..291V,,
10104,PN G068.2+00.9,L,IPHASX J195919.0+312534,299.82947,31.42619,7.6,0.127,1.43,,2009A&A...504..291V,,
10119,PN G075.8+04.2,L,IPHAS J200522.65+393858.3,301.34436,39.64953,90,1.5,,,2009A&A...504..291V,,
10156,PN G080.2+03.8,T,IPHAS J201954.23+430559.6,304.97595,43.09989,3.5,0.058,,,2009A&A...504..291V,,
10256,PN G084.2-04.2,T,K 3-80,316.91528,40.96453,6,0.1,1,,1992secg.book.....A,,
10274,PN G095.8+02.6,T,IPHASX J212608.3+542015,321.53484,54.33761,13,0.217,1.53,,2009A&A...504..291V,,
10285,PN G098.9+03.0,T,IPHASX J214032.5+564751,325.13573,56.79767,9.4,0.157,1,,2009A&A...504..291V,,
10875,PN G002.7-11.3,T,CGMW 4-2085,279.53213,-31.88251,17,0.283,1.13,,2012IAUS..283..414K,,
10877,PN G058.2+04.5,T,Kn 8,290.66182,24.55027,68,1.133,1.28,,2006A&A...447..921K,,
10878,PN G060.2+00.8,T,Kn 11,295.32979,24.5146,9,0.15,,,2006A&A...447..921K,,
10879,PN G063.2-04.9,T,Kn 14,302.42583,24.1275,17.5,0.292,,,2006A&A...447..921K,,
10881,PN G069.6-03.7,T,Kn 20,305.36029,30.09389,16,0.267,,,2006A&A...447..921K,,
10886,PN G008.3+14.8,T,Kn 41,257.79208,-13.95944,28,0.467,1.4,,2012IAUS..283..414K,,
10887,PN G012.8+09.6,T,Kn 42,264.68625,-12.95556,11,0.183,1.1,,2012IAUS..283..414K,,
10889,PN G097.4+12.3,T,KnFe 1,309.53829,61.91747,42,0.7,1.17,,2012IAUS..283..414K,,
10890,PN G164.8-09.8,T,Kn 51,66.36192,35.10217,84,1.4,1.4,,2014apn6.confE..48K,,
10894,PN G025.4-16.4,T,Kn 56,294.43237,-13.85556,40,0.667,1.6,,2012IAUS..283..414K,,
10896,PN G136.8-13.2,T,Kn 58,33.116,47.45281,75,1.25,1.44,,2012IAUS..283..414K,,
10897,PN G095.2+25.4,T,Kn 59,280.42459,65.19944,4,0.067,1,,2012IAUS..283..414K,,
10899,PN G070.5+11.0,T,Kn 61,290.41225,38.31589,100,1.667,1.09,,2012IAUS..283..414K,,
10901,PN G317.7+13.3,c,Kn J1417.3-4700,214.32584,-47.01361,36,0.6,,,DFrew,,
10919,PN G089.3+12.8,T,Pa 4,300.61396,55.56139,184,3.067,1.05,,2006A&A...447..921K,,
10920,PN G041.4-09.6,T,Pa 13,295.33763,3.12164,29,0.483,1.07,,2012IAUS..283..414K,,
10928,PN G075.0+05.6,T,Pa 14,299.21457,39.71944,17,0.283,1.06,,2014apn6.confE..48K,,
10941,PN G079.5-03.8,T,Ri 2,312.51181,37.88769,38,0.633,1.36,,2006A&A...447..921K,,
10956,PN G120.4-01.3,T,Ou 2,7.73642,61.40953,76,1.267,,,DFrew,,
10957,PN G059.2+01.0,T,Ou 3,294.57308,23.76353,90,1.5,1,,DFrew,,
10959,PN G094.5-00.8a,T,LDu 1,324.024,50.90258,132,2.2,1.1,,2017LAstr.131b..46L,,
10960,PN G079.8-10.2,T,Alves 1,318.7775,33.97167,270,4.5,1,,DFrew,,
10969,PN G202.9+07.4,T,Kn 60,105.02763,12.24481,9,0.15,,,2012IAUS..283..414K,,
10979,PN G024.8-01.4,T,Sab 8,280.44238,-7.8582,13,0.217,,,DFrew,,
11011,PN G327.7-10.4,c,FP J1648-6115,252.117,-61.2583,690,11.5,,,MEN_List,,
11015,PN G209.7-02.2,c,PHR J0637+0148,99.3858,1.8156,40,0.667,,,MEN_List,,
11029,PN G222.6-01.6,c,PHR J0703-0923	,105.864,-9.38411,100,1.667,,,MEN_List,,
11032,PN G228.2-02.5,c,PHR J0710-1447,107.60625,-14.78167,30,0.5,,,MEN_List,,
11056,PN G249.6-07.0,c,PHR J0737-3542,114.273,-35.7117,30,0.5,,,MEN_List,,
11062,PN G241.6-00.5,c,PHR J0745-2533,116.331,-25.5527,300,5,,,MEN_List,,
11076,PN G251.2+00.9,c,PHR J0814-3300,123.632,-33.0025,60,1,1.67,,MEN_List,,
11078,PN G251.7+01.6,c,PHR0818-3259,124.705,-32.998,100,1.667,,,MEN_List,,
11081,PN G252.0+02.0,c,PHR J0820-3301,125.196,-33.0186,15,0.25,,,MEN_List,,
11092,PN G263.7-00.7,L,PHR J0844-4407,131.248,-44.1202,30,0.5,,,MEN_List,,
11097,PN G271.0-04.7,c,BRAN 202,133.567,-52.272,200,3.333,,,MEN_List,,
11111,PN G267.8+04.4,c,PHR J0921-4342,140.373,-43.7042,45,0.75,,,MEN_List,,
11127,PN G281.5-02.6,c,PHR J0956-5804,149.228,-58.0781,40,0.667,,,MEN_List,,
11143,PN G287.8-02.2,c,PHR J1040-6113,160.04401,-61.231,45,0.75,,,MEN_List,,
11151,PN G290.2+00.7,c,PHR J1108-5933,167.08738,-59.54917,145,2.417,1.71,,MEN_List,,
11189,PN G315.2+02.2,c,IRAS 14234-5805,216.77299,-58.325,60,1,,,MEN_List,,
11192,PN G321.5+01.1,c,PHR J1512-5632,228.245,-56.5399,45,0.75,,,MEN_List,,
11232,PN G336.5-07.3,c,PHR J1709-5229,257.29099,-52.4877,90,1.5,,,MEN_List,,
11240,PN G002.3+06.5a,T,PHR J1726-2326,261.65196,-23.44414,28,0.467,2.15,,MEN_List,,
11244,PN G015.6+09.6,T,PHR J1744-1038,266.15979,-10.64361,65,1.083,,,MEN_List,,
11248,PN G008.7+04.9,T,PHR J1746-1855,266.74517,-18.93369,17.5,0.292,,,MEN_List,,
11251,PN G357.4-02.0,c,PHR J1747-3209,266.96701,-32.1639,20,0.333,,,MEN_List,,
11253,PN G004.6+01.6,T,PHR1750-2406,267.53744,-24.10434,9.2,0.153,,,MEN_List,,
11263,PN G346.5-11.5,c,PHR1803-4615,270.80801,-46.2528,60,1,1,,MEN_List,,
11283,PN G020.9+00.8,L,PHR1826-1013,276.57999,-10.2228,60,1,,,MEN_List,,
11291,PN G027.3-00.1,c,PHR J1841-0503,280.414,-5.06054,55,0.917,,,MEN_List,,
11548,PN G034.8+01.3,L,UWISH2 PN 1,282.5587,2.3022,7.5,0.125,,,2011MNRAS.413..480F,,
11550,PN G035.7-01.2,L,UWISH2 PN 3,285.2629,1.9578,25,0.417,,,2011MNRAS.413..480F,,
14465,PN G075.9+11.6,T,AMU 1,292.78708,43.41611,294,4.9,2.8,,2013A&A...552A..25A,,
14820,PN G168.4+01.6,T,CoMaC 2,80.48763,39.51736,12,0.2,,,1992secg.book.....A,,
15366,PN G012.1+01.1,T,[UHP2009] VLA G012.1175+01.1965,271.923,-17.85792,3.5,0.058,,,2009A&A...501..539U,,
15369,PN G018.0+00.8,T,IRAS 18179-1249,275.18481,-12.798,5.5,0.092,,,2009A&A...501..539U,,
15375,PN G043.0+00.1,L,GLMP 879,287.37561,9.0404,2,0.033,,,2009A&A...501..539U,,
15551,PN G064.9-09.1a,T,Pa 15,307.28179,23.18592,12,0.2,1,,2014apn6.confE..48K,,
15552,PN G033.6+06.6,L,Pa 17,277.29238,3.66386,39,0.65,1.08,,2014apn6.confE..48K,,
15553,PN G034.5+07.7,L,Pa 16,276.64571,4.98489,57,0.95,1.24,,2014apn6.confE..48K,,
15554,PN G039.7+06.0,T,Pa 18,280.505,8.77367,32,0.533,1.03,,2014apn6.confE..48K,,
15555,PN G048.8+08.4,T,Kn 66,282.47876,17.95417,2,0.033,1,,2014apn6.confE..48K,,
15556,PN G048.9+04.3a,L,Pa 19,286.286,16.25572,35,0.583,1.09,,2014apn6.confE..48K,,
15557,PN G050.1+03.1,T,Li 1,288.04304,16.77656,5,0.083,,,2014apn6.confE..48K,,
15558,PN G056.9-11.7,T,Pa 26,304.94233,15.23533,13,0.217,,,2014apn6.confE..48K,,
15559,PN G057.0+07.8,L,Pa 20,286.88258,24.99936,17,0.283,1,,2014apn6.confE..48K,,
15560,PN G058.3-08.2,T,Pa 23,302.58938,18.19725,16,0.267,1.45,,2014apn6.confE..48K,,
15561,PN G060.5+05.6,T,Pa 21,290.81265,27.12621,4,0.067,2,,2014apn6.confE..48K,,
15562,PN G060.8-07.9,T,Pa 25,303.75729,20.42258,6.5,0.108,,,2014apn6.confE..48K,,
15563,PN G064.1-04.9,T,Pa 24,302.93491,24.835,42,0.7,1.08,,2014apn6.confE..48K,,
15564,PN G075.0-07.2,T,Pa 27,312.24321,32.30411,72,1.2,1.2,,2014apn6.confE..48K,,
15565,PN G075.3+05.5,T,Pa 22,299.5545,39.91133,49,0.817,1.09,,2014apn6.confE..48K,,
15566,PN G076.8-08.1,T,Pa 28,314.54558,33.14253,133,2.217,1.08,,2014apn6.confE..48K,,
15567,PN G078.4-07.2,T,Pa 29,314.93124,34.90639,4,0.067,,,2014apn6.confE..48K,,
15568,PN G098.3-04.9,T,Pa 41,332.55683,50.07594,102,1.7,1.24,,2014apn6.confE..48K,,
15570,PN G165.5-27.6,T,Kn 67,53.0625,21.66194,6.5,0.108,,,2014apn6.confE..48K,,
15571,PN G175.6+11.4,T,Kn 62,95.98092,38.25403,126,2.1,1,,2014apn6.confE..48K,,
15572,PN G200.5-13.1,T,Kn 63,85.52796,4.71742,352,5.867,1.17,,2014apn6.confE..48K,,
15573,PN G328.8+13.5,T,Pa 33,227.80492,-42.17317,166,2.767,1.07,,2014apn6.confE..48K,,
15574,PN G026.8-08.5,L,Kn 65,287.71439,-9.28028,60,1,1.11,,2014apn6.confE..48K,,
15583,PN G025.9+10.3,T,MCS 1,270.46707,-1.4387,11.4,0.19,1,,2013A&A...558A...2M,,
15648,PN G195.4-04.0,L,IPHASX J060416.2+133250,91.06775,13.54732,34.6,0.577,3.26,,2014MNRAS.443.3388S,,
15651,PN G040.3+03.4,T,IPHASX J185225.0+080843,283.10421,8.14549,22.4,0.373,1,,2014MNRAS.443.3388S,,
15654,PN G043.0+01.7,T,IPHASX J190340.7+094639,285.91983,9.77756,19.6,0.327,1.4,,2014MNRAS.443.3388S,,
15655,PN G042.2+01.1,T,IPHASX J190417.9+084916,286.07463,8.82119,4.5,0.075,1,,2014MNRAS.443.3388S,,
15656,PN G037.7-01.3,T,IPHASX J190503.1+034225,286.26319,3.70711,64,1.067,,,2014MNRAS.443.3388S,,
15659,PN G042.0-02.4,L,IPHASX J191651.6+065608,289.21508,6.93571,17.3,0.288,2.19,,2014MNRAS.443.3388S,,
15660,PN G072.5+04.9,L,IPHASX J195328.9+370957,298.37042,37.16599,482.9,8.048,1,,IPHAS_candidates,,
15661,PN G058.1-03.7,T,IPHASX J195343.7+202635,298.43221,20.44329,30.6,0.51,1.24,,2014MNRAS.443.3388S,,
15662,PN G065.8-00.8,T,IPHASX J200041.5+283023,300.17321,28.50647,31,0.517,1,,2014MNRAS.443.3388S,,
15663,PN G063.5-04.7,T,IPHASX J200937.3+242903,302.40558,24.48427,24,0.4,,,2014MNRAS.443.3388S,,
15664,PN G075.3-01.9,T,IPHASX J202946.0+354926,307.44192,35.82401,16.1,0.268,1,,2014MNRAS.443.3388S,,
15666,PN G077.4-04.0,T,IPHASX J204414.1+360737,311.05913,36.12701,19,0.317,,,2014MNRAS.443.3388S,,
15667,PN G090.5-01.7,T,IPHASX J212151.8+473301,320.46608,47.55045,29.9,0.498,1.35,,2014MNRAS.443.3388S,,
15668,PN G114.4+00.0,T,IPHASX J233841.2+614146,354.67171,61.69613,61.4,1.023,1.34,,2014MNRAS.443.3388S,,
15802,PN G030.6-16.4,T,Fe 4,296.6285,-9.3555,30,0.5,1.03,,2017LAstr.131b..46L,,
15806,PN G086.9-03.4,T,Ou 5,318.58346,43.69333,33,0.55,1.65,,2017LAstr.131b..46L,,
15807,PN G086.8+01.2,T,Zoll 1,313.45875,46.78039,50,0.833,1.32,,2017LAstr.131b..46L,,
17066,PN G093.8-00.2,T,LDu 18,322.46798,50.90601,21,0.35,,,2017LAstr.131b..46L,,
17328,PN G066.5+15.1,T,Ra 1,283.69125,36.50344,15.5,0.258,,,2017LAstr.131b..46L,,
17440,PN G038.4+03.6,T,IPHASX J184834.6+063302,282.14442,6.55075,21,0.35,,,2014MNRAS.443.3388S,,
17482,PN G056.8-11.9,c,Fr 2-20,305.03333,14.98167,60,1,,,DFrew,,
17488,PN G244.7-34.6,c,Fr 2-32,78.82058,-40.10236,60,1,,,DFrew,,
17489,PN G268.3-32.0,c,Fr 2-33,85.10208,-59.67639,7200,120,1,,DFrew,,
17495,PN G332.9-14.1,c,Fr 2-39,264.00833,-59.19167,60,1,,,DFrew,,
17496,PN G336.9-12.2,c,Fr 2-40,264.54166,-54.85,60,1,,,DFrew,,
17503,PN G068.3-35.7,c,Fr 2-47,330.83203,8.75989,60,1,,,DFrew,,
17504,PN G124.7-20.4,c,Fr 2-48,15.125,42.38334,540,9,1.13,,DFrew,,
17505,PN G023.1-17.8,c,WPS 1,294.82501,-16.48889,7200,120,1,,2005AJ....129..927R,,
17541,PN G136.6+61.9,T,PN G136.7+61.9,181.86846,54.02478,420,7,1.18,,dfrew,,
17542,PN G022.9+22.7,L,Alves 5,258.17363,1.92586,360,6,,,dfrew,,
17544,PN G186.6+11.2,c,Kn J0645.0+2822,101.27413,28.37092,104,1.733,,,dfrew,,
17566,PN G176.7-33.8,L,Alves 3,55.80958,10.49411,468,7.8,,,DFrew,,
17576,PN G022.9-18.7,c,LDu objet 1,295.61433,-17.01839,24,0.4,1,,aacker,,
17581,PN G066.7+12.0,c,LDu objet 3,287.23071,35.45669,6,0.1,1,,aacker,,
17585,PN G081.9+11.8,c,LDu objet 4,296.40521,48.64092,24,0.4,2,,aacker,,
17587,PN G088.7-01.4,c,LDu objet 5,318.28783,46.37567,156,2.6,1,,aacker,,
17590,PN G048.6-08.7,c,LDu objet 6,298.02458,9.73536,12,0.2,1,,aacker,,
17591,PN G043.8-16.8,c,LDu Objet 7,302.75033,1.6825,30,0.5,,,aacker,,
17631,PN G026.1+05.4,c,FP J1819-0330,274.95833,-3.50417,375,6.25,1.5,,dfrew,,
17752,PN G293.9+01.7,c,GN 11.36.5.01,174.73333,-59.89,15,0.25,,,DFrew,,
17773,PN G245.9-27.9,c,WHI J0551-39,87.88833,-39.98414,250,4.167,,,DFrew,,
17776,PN G294.8-07.6,c,WHI B1117-68,169.91792,-69.08683,60,1,,,DFrew,,
17777,PN G301.9+08.4,c,WHI B1241-54,191.13875,-54.41594,126,2.1,,,DFrew,,
17780,PN G319.4+12.2,c,WHI B1425-47,217.08,-47.45528,150,2.5,,,dfrew,,
17781,PN G320.4+11.3,c,WHI B1432-47,218.96083,-47.97153,180,3,,,DFrew,,
17782,PN G321.5-12.3,c,WHI B1619-67,246.24625,-67.1255,160,2.667,,,DFrew,,
17805,PN G318.5+02.6,c,FP J1448-5641,222.08333,-56.69,540,9,,,DFrew,,
17807,PN G345.0+07.6,c,FP J1634-3626,248.5875,-36.43583,480,8,,,DFrew,,
17808,PN G347.7-09.6,c,FP J1756-4420,269.1975,-44.34222,1920,32,,,dfrew,,
