N,id,alpha,delta,magU,magB,magV,magR,magI,Spectral_type,diameter,minAxis,posAngle,axisRatio,Notes,Common name,Other name
892,SMP LMC 124,85.18579,-67.30214,18.481,19.799,18.83,,20.423,,0.0833333,0.0833333,0,1,,,
893,[RP2006] 350,84.81396,-66.82878,19.302,20.426,20.11,,,,0.0666667,0.0666667,0,1,,,
894,[RP2006] 356,84.97825,-66.57017,19.129,20.046,19.024,,20.918,,0.0666667,0.0666667,0,1,,,
895,[RP2006] 346,85.08392,-67.03383,19.006,20.043,18.188,,,,0.09,0.09,0,1,,,
896,SV* HV 5967,84.08633961721,-67.30212729521,15.56,16.225,14.948,,16.558,[WN4.5:],0.133333,0.133333,0,1,,,
897,SMP LMC 27,76.97862090549,-66.96264486518,16.84,17.845,17.132,17.03,18.299,,0.105,0.105,0,1,,,
898,SMP LMC 30,77.29392,-66.894,17.17,18.653,17.37,,19.01,,0.146667,0.146667,0,1,,,
899,SMP LMC 45,79.83610288136,-66.96881975779,16.784,17.57,16.024,,17.923,,0.133333,0.133333,0,1,,,
900,LHA 120-N 54,82.34641302473,-67.22289814689,18.119,19.13,18.094,16.19,20.418,,0.178333,0.178333,0,1,,,
901,[RP2006] 1051,82.28596,-66.71564,19.297,19.549,19.208,,20.386,,0.095,0.095,0,1,,,
902,[RP2006] 1052,83.157,-67.14197,18.645,21.516,19.621,,17.473,,0.09,0.09,0,1,,,
903,MGPN LMC 12,75.41758,-66.77944,19.085,20.9,19.784,,21.054,,0.1,0.1,0,1,,,
904,PN PB 6,153.31650940299,-50.33321221658,,17.4,17.6,,,[WO1],0.237,0.213,55,1.11267605633803,,,
905,WRAY 18-173,148.36278157284,-54.87775405759,,,15,,,,0.187,0.131,65,1.42748091603053,,,
906,WRAY 17-35,145.21958,-56.96583,,,14,,,,1.07,0.86,0,1.24418604651163,,,
907,CD-56 2932,145.856800492649,-57.2820919425486,,11.851,11.171,11.206,,A2II,0.367,0.367,90,1,,,
908,NGC 2867,140.3557635284,-58.31128518989,,12,10.3,,,[WO2],0.25255665,0.25071499,-42,1.00734563178691,,,
909,WRAY 16-49,142.72958,-57.61389,,,14,,,,0.63,0.46,139,1.3695652173913,,,
910,PN My 47,139.86458,-59.20008,,12.7,12.4,,,,0.04033333,0.03997067,-58,1.00907315288936,,,
911,SMP LMC 91,86.27487,-68.11414,17.682,18.549,18.018,,19.25,,0.111667,0.111667,0,1,,,
912,SMP LMC 82,83.989688,-69.971378,18.07,18.5,17.5,16.59,18.617,,0.123333,0.123333,0,1,,,
913,SMP LMC 122,83.60104,-69.57461,18.983,19.46,18.43,,,,0.111667,0.111667,0,1,,,
914,[RP2006] 656,82.39862,-69.76811,18.1,18.878,18.28,,19.469,,0.156667,0.156667,0,1,,,
915,MGPN LMC 56,82.93708,-69.71872,19.11,19.5,19.089,,18.973,,0.1,0.1,0,1,,,
916,MGPN LMC 60,83.37838,-69.13703,19.07,20.123,19.407,,19.781,,0.111667,0.111667,0,1,,,
917,[RP2006] 1053,83.80321,-67.63278,19.753,20.875,19.894,,20.383,,0.09,0.09,0,1,,,
918,MGPN LMC 68,84.58110106042,-68.97710670274,17.62,19.07,18.44,,19.41,,0.105,0.105,0,1,,,
919,MGPN LMC 73,85.40313,-69.45261,,21.62,20.57,,,,0.1,0.1,0,1,,,
920,MGPN LMC 75,85.56404,-68.81575,19.665,20.327,19.715,,,,0.0783333,0.0783333,0,1,,,
921,MGPN LMC 76,85.599733,-69.884742,16.84,17.76,17.69,,18.08,,0.09,0.09,0,1,,,
922,MGPN LMC 77,85.94821,-68.64308,19.13,20.68,20.1,,,,0.116667,0.116667,0,1,,,
923,[RP2006] 273,86.60587,-67.83411,20.147,21.581,20.63,,21.142,,0.055,0.055,0,1,,,
924,[M94b] 30,82.89667,-69.39631,16.93,17.62,17.55,,17.981,,0.178333,0.178333,0,1,,,
925,[M94b] 32,83.02229,-69.95739,19.149,19.065,18.252,,17.966,,0.133333,0.133333,0,1,,,
926,[M94b] 36,84.724,-69.96536,18.819,20.62,18.958,,,,0.133333,0.133333,0,1,,,
927,[M94b] 37,84.80991986355,-70.00525070947,19.21,20.595,19.71,,20.433,,0.1,0.1,0,1,,,
928,[M94b] 39,85.67087,-70.09703,20.55,21.107,19.97,,,,0.0666667,0.0666667,0,1,,,
929,LHA 120-N 181,87.41187657797,-69.16673634067,16.535,18.892,18.039,15.06,18.165,,0.231667,0.231667,0,1,,,
930,SMP LMC 78,83.588275,-68.973694,15.75,15.982,14.9,15.26,16.69,,0.19,0.19,0,1,,,
931,LHA 120-N 151,83.4457319557,-68.61228070293,15.753,16.181,14.927,15.41,16.631,,0.166667,0.166667,0,1,,,
932,SMP LMC 86,85.34188,-68.12894,18.456,19.082,20.466,,19.141,,0.111667,0.111667,0,1,,,
933,[RP2006] 655,82.28658,-69.75778,,20.043,18.936,,18.306,,0.1,0.1,0,1,,,
934,2MASS J05291653-6937178,82.31887,-69.62164,,18.909,17.948,,16.849,,0.111667,0.111667,0,1,,,
935,[RP2006] 1687,74.65417,-69.59625,19.374,20.33,20.028,,,,0.0783333,0.0783333,0,1,,,
936,LHA 120-N 133,81.08644474301,-70.08377827039,15.939,16.236,15.368,15.12,16.556,[WC4/5],0.2,0.2,0,1,,,
937,SMP LMC 44,79.62475,-67.28217,17.235,18.549,17.417,,19.352,,0.166667,0.166667,0,1,,,
938,LHA 120-N 53,82.31528878826,-67.54655846198,15.945,17.093,18.76,16.01,17.264,,0.178333,0.178333,0,1,,,
939,SMP LMC 20,76.16862,-69.36086,17.591,18.428,17.364,,18.664,,0.183333,0.183333,0,1,,,
940,SMP LMC 24,76.57612,-68.99192,18.81,20.008,18.348,,,,0.111667,0.111667,0,1,,,
941,LHA 120-N 102,77.01396832969,-68.67126673293,15.58,16.298,15.406,14.86,16.653,,0.2,0.2,0,1,,,
942,LHA 120-N 107,77.66527362618,-68.60133528879,18.464,17.49,16.179,16.33,17.21,,0.126667,0.126667,0,1,,,
943,SMP LMC 46,79.87345858276,-68.85250780066,17.342,18.391,17.354,17.67,19.048,,0.1,0.1,0,1,,,
944,SMP LMC 54,80.42842392613,-68.65686610447,17.923,17.889,17.668,15.96,18.771,,0.145,0.145,0,1,,,
945,SMP LMC 42,78.944796,-68.706533,17.099,17.696,16.613,16.33,18.552,,0.108333,0.108333,0,1,,,
946,LHA 120-N 123,80.03963093406,-69.89420740233,15.38,16.445,15.106,15.57,16.095,,0.223333,0.223333,0,1,,,
947,SMP LMC 57,80.95225,-69.20569,,,17,,,,0.0933333,0.0933333,0,1,,,
948,SMP LMC 105,75.63708,-69.43756,18.582,19.579,18.779,,,,0.1,0.1,0,1,,,
949,SMP LMC 106,75.773292,-68.560278,17.943,19.817,18.936,,20.64,,0.1,0.1,0,1,,,
950,SMP LMC 107,76.682542,-69.260583,18.031,18.728,17.644,16.04,18.137,,0.115,0.115,0,1,,,
951,SMP LMC 110,78.06967,-68.48614,18.85,19.729,19.283,,20.189,,0.08,0.08,0,1,,,
952,SMP LMC 117,81.235896,-69.258597,18.754,19.028,17.986,,,,0.123333,0.123333,0,1,,,
953,[RP2006] 1686,76.115167,-68.969861,17.909,18.582,20.91,,19.93,,0.105,0.105,0,1,,,
954,[RP2006] 1802,76.39879,-68.02781,,20.605,19.959,,19.697,,0.09,0.09,0,1,,,
955,[RP2006] 1409,77.13279,-68.16239,17.748,20.967,19.147,,19.873,,0.0666667,0.0666667,0,1,,,
956,[RP2006] 1410,77.66767,-68.17319,19.22,20.855,20.088,,,,0.11,0.11,0,1,,,
957,[RP2006] 1411,77.94746,-68.26931,17.409,18.164,18.457,,18.464,,0.055,0.055,0,1,,,
958,[RP2006] 1236,78.29058,-69.52167,18.083,19.54,17.206,,19.571,,0.07,0.07,0,1,,,
959,[RP2006] 1412,78.42646,-68.25456,16.749,18.521,17.198,,18.36,,0.0866667,0.0866667,0,1,,,
960,[RP2006] 1413,79.12195372973,-68.30330924295,20.038,19.96,18.972,,20.272,,0.0666667,0.0666667,0,1,,,
961,[RP2006] 1557,79.87029,-67.24069,19.52,20.337,20.211,,,,0.055,0.055,0,1,,,
962,[RP2006] 893,80.646679,-68.407122,18.757,18.923,18.118,,19.432,,0.09,0.09,0,1,,,
963,[RP2006] 1050,81.25925,-67.39897,,19.922,19.102,,18.13,,0.106667,0.106667,0,1,,,
964,[RP2006] 654,81.88388,-69.53856,,19.669,18.736,,17.948,,0.111667,0.111667,0,1,,,
965,[RP2006] 894,82.46421,-68.83489,18.585,19.576,19.218,,18.08,,0.055,0.055,0,1,,,
966,SV* HV 5824,81.35837052459,-68.93161634347,15.497,15.946,14.902,15.59,16.714,,0.166667,0.166667,0,1,,,
967,LHA 120-N 122,79.97764327744,-69.51805499644,15.479,15.916,15.08,14.84,16.317,,0.166667,0.166667,0,1,,,
968,[KWV2015] J050911.13-673402.6,77.2964678664,-67.5673842022,17.151,18.234,18.135,,18.649,,0.0433333,0.0433333,0,1,,,
969,SMP LMC 109,77.94982571246,-69.39508357351,15.846,16.722,16.106,,15.92,,0.18,0.18,0,1,,,
970,SMP LMC 111,78.85354,-69.47864,17.974,18.106,18.035,,17.94,,0.116667,0.116667,0,1,,,
971,SMP LMC 115,80.32313,-69.71694,18.383,18.999,20.93,,,,0.055,0.055,0,1,,,
972,SMP LMC 116,81.15242,-69.09753,17.05,19.354,17.853,,,,0.156667,0.156667,0,1,,,
973,SMP LMC 118,81.53967,-69.01625,17.909,18.597,18.262,,19.327,,0.1,0.1,0,1,,,
974,SMP LMC 112,79.69075,-69.16986,18.809,19.17,18.634,,,,0.123333,0.123333,0,1,,,
975,SMP LMC 113,80.00425,-69.4325,19.571,20.423,19.101,,20.249,,0.09,0.09,0,1,,,
976,[RP2006] 1408,78.24954,-68.95214,20.173,20.729,19.934,,19.831,,0.055,0.055,0,1,,,
977,[RP2006] 1220,78.269,-69.22403,,,,,,,0.055,0.055,0,1,,,
978,[RP2006] 1225,79.34971,-69.65367,,19.42,17.812,,17.339,,0.055,0.055,0,1,,,
979,LHA 120-N 96,75.71783,-69.34817,17.279,17.907,17.272,,17.905,,0.221667,0.221667,0,1,,,
980,HD 269404,80.37381274652,-67.85188933733,14.32,14.96,14.17,,14,,0.261667,0.261667,0,1,,,
981,[RP2006] 1219,77.98071,-69.12578,19.922,20.179,19.727,,19.6,,0.0833333,0.0833333,0,1,,,
982,[RP2006] 1221,78.78625,-69.35025,17.975,18.217,17.853,,18.029,,0.0666667,0.0666667,0,1,,,
983,[RP2006] 1223,78.97783,-69.50992,19.068,19.332,19.295,,19.58,,0.111667,0.111667,0,1,,,
984,2MASS J05185567-6933019,79.73202214147,-69.5505615732,,,,,,,0.0666667,0.0666667,0,1,,,
985,[RP2006] 1231,79.89242,-69.74969,18.851,20.095,20.011,,,,0.09,0.09,0,1,,,
986,[RP2006] 1234,80.28183,-69.74114,17.139,17.49,17.132,,17.115,,0.055,0.055,0,1,,,
987,[RP2006] 1230,79.81283,-69.58128,,,18,,,,0.0716667,0.0716667,0,1,,,
988,[RP2006] 1218,77.93596,-68.99922,20.145,20.356,19.91,,,,0.153333,0.153333,0,1,,,
989,SMP LMC 22,76.46133,-69.04197,17.955,18.574,18,,19.907,,0.143333,0.143333,0,1,,,
990,[RP2006] 1800,73.91579,-68.57231,19.372,19.209,19.453,,,,0.156667,0.156667,0,1,,,
991,[RP2006] 1895,74.08787,-67.40625,19.153,20.595,19.709,,20.85,,0.0866667,0.0866667,0,1,,,
992,[RP2006] 1801,74.15727057034,-67.68199204241,18.687,19.979,18.917,,20.333,,0.0966667,0.0966667,0,1,,,
993,[RP2006] 1896,74.82642,-67.45108,18.736,19.642,19.264,,20.153,,0.0966667,0.0966667,0,1,,,
994,KLSS 1-12,152.6396,-53.9356,,,,,,,0.35,0.35,0,1,,,
995,IC 2501,144.69662570911,-60.0918910107,,11.7,10,,,O3-6,0.463,0.352,65,1.31534090909091,,,
996,SMP LMC 72,82.69101784839,-70.83792659685,18.987,18.234,16.669,16.01,15.469,,0.121667,0.121667,0,1,,,
997,SMP LMC 65,81.93256226612,-71.43236322029,17.133,17.79,17.265,17.15,18.057,,0.126667,0.126667,0,1,,,
998,SMP LMC 88,85.638304,-70.490022,17.119,17.335,16.825,16.26,16.226,,0.145,0.145,0,1,,,
999,SMP LMC 120,82.386375,-70.294083,18.491,19.647,18.459,,20.273,,0.133333,0.133333,0,1,,,
1000,SMP LMC 121,82.60946,-71.23,18.054,19.755,18.683,,20.09,,0.1,0.1,0,1,,,
1001,[RP2006] 411,82.143333,-70.55075,17.62,17.963,19.61,17.78,,,0.11,0.11,0,1,,,
1002,[RP2006] 414,83.03867,-70.41153,19.542,18.747,17.566,,16.948,,0.121667,0.121667,0,1,,,
1003,[RP2006] 74,84.51925,-70.49053,19.939,21.117,20.553,,19.344,,0.133333,0.133333,0,1,,,
1004,[RP2006] 75,86.60538,-71.38953,18.91,20.774,19.717,,,,0.0666667,0.0666667,0,1,,,
1005,SMP LMC 80,83.661833,-70.332417,16.424,17.293,16.581,16.68,17.262,,0.156667,0.156667,0,1,,,
1006,SMP LMC 68,82.261688,-70.323408,17.541,17.683,16.899,17.57,18.67,,0.145,0.145,0,1,,,
1007,SMP LMC 90,86.14458,-70.36133,18.328,18.921,17.877,17.31,,,0.123333,0.123333,0,1,,,
1008,LHA 120-N 196,80.03924157008,-70.42724893484,16.673,17.542,17.912,16.97,18.689,,0.126667,0.126667,0,1,,,
1009,SMP LMC 16,75.50825,-69.81489,16.646,17.927,16.623,,18.121,,0.163333,0.163333,0,1,,,
1010,SMP LMC 14,75.086375,-70.980944,18.103,19.574,18.107,16.89,19.887,,0.123333,0.123333,0,1,,,
1011,SMP LMC 18,75.927638,-70.113192,16.706,17.433,16.77,17.17,17.557,,0.143333,0.143333,0,1,,,
1012,SMP LMC 41,78.363458,-70.559722,17.263,17.248,17.026,16.6,18.874,,0.175,0.175,0,1,,,
1013,LHA 120-N 110,77.848717,-70.0326,15.971,16.222,15.008,15.53,16.678,[WC4],0.221667,0.221667,0,1,,,
1014,SMP LMC 60,81.065179,-70.898872,19.247,18.424,17.591,,19.43,,0.136667,0.136667,0,1,,,
1015,LHA 120-N 201,81.22959062913,-71.54897965718,14.822,15.319,14.24,14.44,15.698,,0.233333,0.233333,0,1,,,
1016,[RP2006] 1117,78.561,-70.842028,18.911,19.273,18.729,18.03,19.764,,0.0783333,0.0783333,0,1,,,
1017,SMP LMC 13,74.999981,-70.461334,16.692,16.809,15.662,16.34,17.75,,0.148333,0.148333,0,1,,,
1018,[RP2006] 539,81.14288,-71.22767,,20.651,19.866,,,,0.09,0.09,0,1,,,
1019,[RP2006] 1608,74.51346,-70.41911,19.151,20.136,19.193,,20.077,,0.103333,0.103333,0,1,,,
1020,[RP2006] 1688,74.78779,-69.84189,19.076,20.878,19.506,,,,0.09,0.09,0,1,,,
1021,[RP2006] 1609,75.40208,-70.44219,19.483,20.874,19.591,,20.167,,0.133333,0.133333,0,1,,,
1022,[RP2006] 1689,76.56221,-69.80686,,,,,,,0.09,0.09,0,1,,,
1023,[RP2006] 1237,77.751833,-70.084833,17.732,18.7,18.02,18.03,19.183,,0.09,0.09,0,1,,,
1024,[RP2006] 1118,77.79533,-71.174,19.173,20.456,19.74,,18.624,,0.0916667,0.0916667,0,1,,,
1025,[RP2006] 412,80.72167,-71.09464,18.594,19.927,19.012,,20.094,,0.0916667,0.0916667,0,1,,,
1026,LHA 120-N 125,80.218492,-70.159858,17.954,17.555,16.334,16.21,17.202,[WC4-5],0.166667,0.166667,0,1,,,
1027,SMP LMC 59,81.113583,-70.373306,18.043,18.323,17.267,16.3,18.764,,0.166667,0.166667,0,1,,,
1028,[RP2006] 1606,73.1885,-70.29697,19.404,20.057,19.424,,,,0.123333,0.123333,0,1,,,
1029,WRAY 16-72,158.579546,-53.684197,,,14.3,,,,0.2,0.18,100,1.11111111111111,,,
1030,PN My 60,157.88930628913,-55.347450439,,,13.3,,,,0.223,0.201,70,1.10945273631841,,,
1031,PN MeWe 1-2,153.6046,-58.1967,,,,,,,4.35,4.15,0,1.04819277108434,,,
1032,PN Pe 1-1,159.61494020057,-56.78534078379,,15.855,14.178,15.394,,[WC4/5],0.050000001,0.050000001,0,1,,,
1033,PN Pe 1-2,159.8862837684,-57.10392847032,,13.8,13.3,,,,0.183,0.158,135,1.15822784810127,,,
1034,THA 35-II-27,154.885421,-60.224856,,,12.5,,,B:Ie,0.31,0.248,75,1.25,,,
1035,PN My 59,155.78807541853,-60.54502881744,,,,,,O(H)7-9I,0.06968133,0.068971,42,1.01029896623218,,,
1036,BRAN 303,154.86429,-60.98625,,,,,,,0.95,0.58,0,1.63793103448276,,,
1037,WRAY 16-66,151.84840982094,-63.9083509342,,,13.8,,,,0.166666672,0.166666672,0,1,,,
1038,IC 2553,152.33692325378,-62.61348478392,,,10.9,,,wels?,0.15,0.15,90,1,,,
1039,NGC 3211,154.4606,-62.670028,,19.4,11.5,,,,0.323,0.226,65,1.42920353982301,,,
1040,WRAY 17-40,151.74831632682,-64.36386029108,,,15.8,,,,1.15,1.12,0,1.02678571428571,,,
1041,IC 2448,136.77632990827,-69.94185907713,,11.1,11.1,,,O(H)3III-V,0.347,0.333,150,1.04204204204204,,,
1042,PN Pe 1-3,161.12967,-61.66069,,,14.7,,,,0.13333334,0.13333334,0,1,,,
1043,WRAY 16-74,158.94050901558,-64.31987849332,,,14.5,,,,0.15,0.15,90,1,,,
1044,PHR J1032-6310,158.0646,-63.1722,,,,,,,3,2.92,0,1.02739726027397,,,
1045,WRAY 16-88,171.004351,-52.855385,,,,,16.245,,0.05,0.05,90,1,,,
1046,PN Fg 1,172.15093479587,-52.93447735954,,13.1,12.2,,,,0.347,0.153,75,2.26797385620915,,,
1047,ESO 216-2,169.54070425931,-52.16741033567,,15.33,,15.6,,O(H)4-5V,0.55,0.51,0,1.07843137254902,,,
1048,PN G291.4-00.3,168.633711,-61.000401,,,,,,,0.22,0.15,0,1.46666666666667,,,
1049,IC 2621,165.0834518,-65.249397,,12.923,11.424,13.309,,wels,0.083,0.083,90,1,,,
1050,PN PB 8,173.32423015163,-57.10414608635,,13.332,12.436,14.114,,[WC5/6],0.083,0.083,90,1,,,
1051,PHR J1124-5711,171.2146,-57.1875,,,,,,,1.33,1.25,0,1.064,,,
1052,WRAY 16-92,172.19745853649,-60.1101855568,,,14.2,,,,0.083333336,0.083333336,0,1,,,
1053,NGC 3699,171.990999335015,-59.9579039758308,,10,13,,,,0.747,0.747,90,1,,,
1054,NeVe 3-6,171.425,-60.2417,,,,,,,0.63,0.57,0,1.10526315789474,,,
1055,PN G292.4-00.7,170.340592,-61.768464,,,,,,,0.12,0.1,0,1.2,,,
1056,WRAY 16-94,172.93941881742,-65.97059546079,,,14.3,,,,0.03273017,0.03250467,10,1.00693746467815,,,
1057,NGC 3195,152.337125,-80.858536,,,,,,,0.667,0.667,90,1,,,
1058,LHA 115-N 9,10.90287291004,-73.04075117801,,14.66,14.4,15.87,15.35,O3-4,0.35,0.3,120,1.16666666666667,,,
1059,[MA93] 1796,18.696383,-73.337167,,,16.5,,,,0.127,0.127,90,1,,,
1060,NGC 3918,177.57404562706,-57.18250480623,,10,8.5,,,,0.26841834,0.26777998,-30,1.00238389740712,,,
1061,WRAY 16-100,177.1587316,-65.14345699337,,14.595,13.036,14.833,,,0.04880333,0.047897,89,1.01892247948723,,,
1062,WRAY 16-98,174.79665246087,-68.86916190244,,,13.7,,,,0.083333336,0.083333336,0,1,,,
1063,LHA 115-N 1,5.99428997832,-73.63443742998,,,,,,,0.25,0.085,125,2.94117647058824,,,
1064,PN G296.8+04.5,181.46303064624,-57.77350278495,,,,,,,0.33,0.23,0,1.43478260869565,,,
1065,BRAN 378,180.0679,-59.0789,,,,,,,1.63,1.38,0,1.18115942028986,,,
1066,NeVe 3-7,180.1458,-59.495,,,,,,,0.38,0.37,0,1.02702702702703,,,
1067,[GM76] 1,185.46605857121,-64.21819298429,,,,,,,0.15,0.15,0,1,,,
1068,NGC 4071,181.06125638406,-67.310127293,,,14,,,,1.05,1.05,90,1,,,
1069,PN G301.5+02.0,189.94346,-60.805,,,,,,,0.13,0.1,0,1.3,,,
1070,WRAY 16-116,187.5319314455,-63.88354423741,,13.59,14.67,,,,0.17,0.17,90,1,,,
1071,WRAY 16-115,187.195190748019,-63.7436312809147,,,15.7,,,,0.6,0.6,-1,1,,,
1072,IRAS 12403-6411,190.83093290812,-64.467039526515,,,,,16.721,[WC9],0.13,0.13,0,1,,,
1073,WRAY 16-117,187.62681030298,-64.86824699632,,14.55,15,,,[WC4],0.05368367,0.0482395,49,1.11285709843593,,,
1074,PN G300.4-04.0,186.6608,-66.83,,,,,,,0.22,0.17,0,1.29411764705882,,,
1075,PN G301.2-04.0,188.5679,-66.8636,,,,,,,0.22,0.2,0,1.1,,,
1076,RCW 69,191.11432701022,-62.52191115178,,,,,,,5,3.92,0,1.27551020408163,,,
1077,IC 4191,197.19711332414,-67.64376190573,,10.32,11.61,,,,0.069829,0.06944683,-6,1.00550305895892,,,
1078,WRAY 17-58,197.58209360522,-59.75308799795,,17.8,16.6,,16.591,,0.33,0.25,0,1.32,,,
1079,WRAY 16-125,197.400996089929,-61.3266600698181,,14.508,13.517,13.568,,B[e],0.166666672,0.166666672,0,1,,,
1080,PN Th 2-A,200.641509152191,-63.3505596381997,,,,,,[WO3]pec,0.383,0.383,90,1,,,
1081,NGC 5189,203.38699183926,-65.97417817452,,14.1,14.5,,14.35,[WO1],2.333,2.333,90,1,,,
1082,PN MyCn 18,204.89608174104,-67.38104180476,,13.3,12.54,13.19,12.61,,0.059052,0.05838017,63,1.01150784590041,,,
1083,WRAY 16-135,206.34317784362,-71.48225505712,,12.9,12.8,,,Of-WR(H),0.083333336,0.083333336,0,1,,,
1084,Hen 2-105,213.85325278985,-74.21279724556,,,,,,O,0.517,0.517,90,1,,,
1085,PN G308.5+02.5,204.09604,-59.89011,,,,,,WC4,0.22,0.18,0,1.22222222222222,,,
1086,WRAY 16-133,205.65068280545,-61.37469790596,,,15.86,,,,0.633,0.633,-1,1,,,
1087,WRAY 16-144,211.40312,-64.68353,,,14,,,,0.333333343,0.333333343,0,1,,,
1088,WRAY 16-139,208.12783646241,-66.39071595802,12.57,13.26,13.18,13.52,,[WC9],0.283,0.283,90,1,,,
1089,NGC 5315,208.48738616486,-66.51412763424,,14.58,14.4,,,[WO4],0.08931617,0.087669,-4,1.0187885113324,,,
1090,WRAY 16-142,209.55791590358,-58.90877333609,,,14,,,,0.15,0.15,90,1,,,
1091,PHR J1408-6106,212.2154,-61.1075,,,,,,,5.12,4.4,0,1.16363636363636,,,
1092,WRAY 16-151,214.68058037915,-63.11946921395,,,14.2,,,O(H)4Ifc,0.167,0.167,90,1,,,
1093,WRAY 17-64,212.19625,-62.49972,,,16,,,,1.37,0.77,0,1.77922077922078,,,
1094,Hen 2-434,293.4556891352,-74.54962657041,,12.92,12.78,,,O,0.166666672,0.166666672,0,1,,,
1095,IRAS 14130-5755,214.157051228531,-58.1589212975139,,,,,,[WC9],0.57,0.48,0,1.1875,,,
1096,WRAY 16-156,218.32488,-60.82675,,16.3,16.7,,15.38,,0.2,0.2,90,1,,,
1097,PN G313.3+00.3,214.614538,-60.786247,,,,,,,0.533,0.533,-1,1,,,
1098,WRAY 16-158,223.15097639306,-64.0395279012,,,16.1,,,,0.2,0.2,0,1,,,
1099,NGC 5844,227.66917,-64.67361,,,12.7,,,,0.88,0.88,90,1,,,
1100,NGC 5307,207.76357536599,-51.20578770694,,11.5,10,,,O3.5V,0.327,0.255,170,1.28235294117647,,,
1101,PN G313.8+10.3,210.1746,-51.0367,,14.3,,,,,2,1.9,0,1.05263157894737,,,
1102,WRAY 16-152,215.20383,-55.46644,,,15.5,,,,0.123,0.123,90,1,,,
1103,IRAS 14345-5858,219.58332151048,-59.19616867905,,,,,,,0.633,0.633,-1,1,,,
1104,WRAY 16-163,226.50792,-61.35528,,,14,,,,0.85,0.85,90,1,,,
1105,WRAY 16-159,226.03593988851,-60.88892805336,,,14,,,,0.61,0.61,90,1,,,
1106,PN G318.2-02.3,226.1654,-61.2194,,,,,,,0.3,0.23,0,1.30434782608696,,,
1107,HD 141969,239.00706253171,-66.1525643947,12.37,10.75,10.95,10.88,,BC0Ibe,0.11,0.1077775,-49,1.02062118716801,,,
1108,LS 3235,216.13480754797,-51.64419193077,12.01,13.02,12.96,13,,O(H)3I,2,1.97,0,1.01522842639594,,,
1109,PN MeWe 1-4,214.3717,-52.4408,,18.2,,,,,1.75,1.75,0,1,,,
1110,PN G321.2-03.5,232.4462,-60.58,,,,,,,0.58,0.42,0,1.38095238095238,,,
1111,NGC 5979,236.92155526555,-61.21820819841,,,12.1,,,wels,0.22272667,0.22078501,78,1.00879434704376,,,
1112,WRAY 16-190,238.044460488071,-62.513112693707,,,13.3,,,,0.166666672,0.166666672,0,1,,,
1113,HD 151895,253.64637379019,-64.24126789696,,12.03,11.72,,,O(H)4-8III-V,0.03247867,0.032137,47,1.01063167065999,,,
1114,WRAY 16-157,220.12888101728,-52.5824772089,,,13.7,,,,0.243,0.243,90,1,,,
1115,WRAY 16-162,226.32,-55.18625,,,14.5,,,,0.05368367,0.05145366,80,1.04334016277948,,,
1116,RCW 90,226.49668954163,-55.98793925071,,,13.5,,,,0.083333336,0.083333336,0,1,,,
1117,WRAY 16-169,227.98567,-55.66294,,,13,,,,0.45,0.45,90,1,,,
1118,PN G322.7+02.6,228.6437,-54.6036,,,,,,,0.47,0.28,0,1.67857142857143,,,
1119,PN Pe 2-8,230.92867719335,-57.15700500734,,,15.5,,,,0.85,0.85,-1,1,,,
1120,IRAS 15204-5735,231.100337,-57.772753,,,,,,,0.12,0.12,0,1,,,
1121,PN G322.0-01.3,231.497663,-58.383931,,,,,,,0.17,0.13,0,1.30769230769231,,,
1122,PN G322.7-01.4,232.7121,-58.0247,,,,,,,0.1,0.1,0,1,,,
1123,WRAY 16-184,234.50514082462,-58.74512376396,,,15,,,,0.297,0.297,90,1,,,
1124,PN Mz 1,233.56933790981,-59.15225150631,,12.8,13.1,,,,0.43,0.43,90,1,,,
1125,WRAY 16-195,239.78687,-58.398,,,14,,,,0.23,0.23,90,1,,,
1126,WRAY 15-1440,243.92621362974,-59.90028146784,,,13.08,,,B0,0.083333336,0.083333336,0,1,,,
1127,WRAY 16-182,231.386062763303,-52.8438729295804,,,15.2,,,,0.026666667,0.026666667,0,1,,,
1128,WRAY 16-178,230.90146,-53.85781,,,15,,,,0.05,0.05,90,1,,,
1129,WRAY 16-175,230.58075434096,-54.13685861497,,,14,,,O3-4,0.2,0.156,80,1.28205128205128,,,
1130,PN G325.7+02.2,233.33611477426,-53.31691717933,,,,,,,0.55,0.15,0,3.66666666666667,,,
1131,WRAY 15-1341,235.49512,-56.60711,,,14.5,,,,0.06599267,0.06238433,45,1.05784048654526,,,
1132,WRAY 16-194,239.53376373925,-55.69731978764,,,15.6,,,,0.0549135,0.05480483,65,1.0019828544309,,,
1133,PL 1547.3-5612,237.82842,-56.35606,,,,,,,1.07,0.57,0,1.87719298245614,,,
1134,WRAY 16-198,239.990153412449,-55.9258340813706,,,,,,[WC9],0.06710467,0.06252517,-45,1.07324250377888,,,
1135,IRAS 15507-5642,238.71397226705,-56.8686954273,,,,,,,1.12,0.93,0,1.20430107526882,,,
1136,WRAY 16-218,245.87769425485,-58.32300019744,,13.7,13.9,,,,0.033,0.033,90,1,,,
1137,WRAY 16-222,247.37917,-59.15667,,14,14.5,,,,0.333,0.333,90,1,,,
1138,CD-59 6479,259.08774625051,-59.48982878009,10.03,,12.279,12.704,,B3e,0.04880333,0.04873433,-38,1.00141583971709,,,
