alpha,delta,id,diameter,minAxis,posAngle,Dist kpc,Size pc,axisRatio
194.04309111,-64.48212389,PGCC G303.44-1.62,7.45855,5.91883,0.531816,,,0.794
121.08185611,-39.35823806,PGCC G255.50-4.24,10.2315,9.51503,-1.02996,,,0.930
144.60391194,-51.79708111,PGCC G275.45+0.47,8.01192,5.95231,-0.847563,1.51,3.0333,0.743
290.00781194,21.858355,PGCC G55.57+3.84,13.6641,6.63595,0.103616,,,0.486
325.01019306,13.17391,PGCC G67.68-28.53,9.48986,6.29894,0.667454,,,0.664
68.77865611,44.56425111,PGCC G159.12-2.03,12.7546,6.74184,-0.357149,,,0.529
292.03442389,11.05639611,PGCC G46.96-2.97,7.69999,4.97617,-0.61008,0.76,1.36846,0.646
69.03212,30.25130694,PGCC G170.00-11.44,16.245399,3.93599,-0.40165,,,0.242
315.69393889,27.15079889,PGCC G72.88-12.79,10.3997,6.4402,0.148994,,,0.619
52.55267306,23.157345,PGCC G164.05-26.76,11.2938,5.92014,1.53025,,,0.524
301.05838,26.841175,PGCC G64.90-2.41,16.9951,3.97028,0.480157,,,0.234
254.44709806,-46.80226889,PGCC G339.99-2.44,11.7511,3.96579,1.23969,,,0.337
317.81283611,45.91213194,PGCC G88.15-1.56,12.0892,5.25037,1.10195,-1.34,,0.434
286.21688806,21.52471194,PGCC G53.66+6.82,,,,,,0
69.72135194,38.32104889,PGCC G164.25-5.68,,,,0.33,,0
39.94877194,56.30343611,PGCC G137.59-3.45,,,,,,0
94.59686306,-6.20435611,PGCC G214.74-10.16,,,,,,0
57.49474694,47.59692,PGCC G151.34-5.18,14.111,4.65229,-0.666321,,,0.330
121.44989,-50.54961389,PGCC G265.24-9.89,11.7266,7.39449,-0.181494,0.41,1.11058,0.631
65.87687694,62.61593194,PGCC G144.78+9.13,10.8721,6.23265,-1.39474,0.35,0.838084,0.573
349.76272611,56.34416611,PGCC G110.34-4.25,8.67185,4.51144,-1.10903,0.253513,0.461254,0.520
274.49411,-16.00968611,PGCC G14.92-0.07,,,,5.81,,0
51.14065194,58.31005889,PGCC G141.93+1.20,7.30566,5.53611,-0.807849,0.61,1.12847,0.758
155.940125,-55.57277694,PGCC G283.07+1.50,6.60247,4.2966,1.33856,1.97,3.05217,0.651
9.55746611,59.42461,PGCC G121.25-3.40,9.10815,7.115,1.12122,,,0.781
109.97717306,4.21280694,PGCC G212.41+8.25,10.886,3.7537,-0.906729,,,0.345
88.89782694,-12.38299694,PGCC G217.96-17.91,7.98053,5.97816,0.832089,,,0.749
14.77489889,61.02984194,PGCC G123.86-1.83,,,,0.64,,0
256.49636806,-47.60740306,PGCC G340.20-4.03,,,,,,0
292.54339611,4.00269,PGCC G40.96-6.75,,,,,,0
100.61077111,-24.19705806,PGCC G233.85-12.64,,,,,,0
68.52072889,72.19182611,PGCC G138.19+16.30,,,,,,0
148.81817611,-78.289055,PGCC G294.38-18.46,10.4919,6.15068,0.962677,,,0.586
71.26920306,17.0364,PGCC G181.94-18.19,13.4794,10.4003,-0.672764,0.5,1.7221,0.772
82.17558306,11.866945,PGCC G192.52-12.35,,,,0.4,,0
84.21125,-7.37228306,PGCC G211.08-19.92,13.2501,6.4824,-0.117794,0.415,1.1188,0.489
101.04231306,-22.01906611,PGCC G232.00-11.37,13.0772,4.22608,-0.736219,,,0.323
42.95897694,8.199725,PGCC G166.74-44.19,9.05483,4.87507,-0.833543,,,0.538
99.42448389,66.965675,PGCC G148.14+23.50,,,,0.2,,0
74.92812306,13.37842,PGCC G187.23-17.46,12.917,4.38844,0.087242,0.258226,0.565539,0.340
298.30859389,33.72251889,PGCC G69.52+3.21,9.74956,7.79147,-0.106662,0.074131,0.187944,0.799
148.85533111,-51.67308806,PGCC G277.39+2.25,8.88394,6.15322,-0.976844,,,0.693
133.02050806,-39.695835,PGCC G261.16+3.03,10.2262,8.15751,1.15861,0.54,1.43469,0.798
75.04402194,34.76634611,PGCC G169.73-4.65,10.4692,5.3882,-0.414911,0.14,0.305868,0.515
80.5951,56.1278,PGCC G154.63+10.99,7.06295,5.43355,-0.153714,,,0.769
252.604965,-18.81980694,PGCC G1.25+16.10,,,,,,0
94.74444611,18.05714,PGCC G193.23+1.25,8.48815,6.25088,-0.246251,0.83,1.75866,0.736
140.77668806,-36.42567389,PGCC G262.84+9.75,7.27548,3.85158,-1.47519,,,0.529
92.11421194,-1.34400111,PGCC G209.20-10.17,13.8556,5.52431,-0.155505,,,0.399
235.84690889,-54.07724,PGCC G326.51+0.73,,,,1.98,,0
38.73571806,73.24154694,PGCC G130.32+11.87,,,,0.194984,,0
179.46124306,17.001915,PGCC G249.43+74.00,7.63654,5.48857,-1.15316,,,0.719
345.45562694,61.45665,PGCC G110.22+1.32,9.03072,5.36167,-1.13815,0.151356,0.306364,0.594
137.08238194,67.16256694,PGCC G146.93+37.92,10.4909,3.50138,-0.084091,,,0.334
225.05888389,-52.259975,PGCC G322.07+5.76,13.0394,5.60743,0.095426,,,0.430
79.34165194,49.8396,PGCC G159.49+6.86,9.42507,4.84965,-1.06642,,,0.515
297.02191194,40.26431306,PGCC G74.68+7.39,14.404,5.83512,1.24136,,,0.405
90.73599194,-10.67119389,PGCC G217.14-15.55,8.48782,4.33032,-0.343152,0.415,0.731868,0.510
47.92540389,20.15778389,PGCC G162.31-31.78,,,,,,0
75.98741111,11.34791306,PGCC G189.60-17.74,,,,,,0
47.45781694,59.64715611,PGCC G139.61+1.33,11.9143,6.16577,-0.634869,-1.37,,0.518
146.90647889,-46.23584,PGCC G272.96+5.66,10.4129,5.20292,-0.31625,,,0.500
304.40219111,60.25025194,PGCC G94.59+13.52,,,,0.288403,,0
185.18679806,-73.53384389,PGCC G300.72-10.79,9.49572,6.23189,1.1119,0.41,0.917454,0.656
21.27647611,60.02585611,PGCC G127.13-2.57,12.9683,5.02818,-1.03225,0.45,1.05703,0.388
203.92804,-84.98776194,PGCC G303.97-22.21,,,,,,0
84.75772111,42.92645611,PGCC G167.37+6.20,,,,,,0
254.92961111,8.95949,PGCC G28.19+28.87,12.0217,6.18981,0.480747,,,0.515
265.86016806,-29.53376806,PGCC G359.24+0.09,10.1647,6.43529,-0.420185,3.51,8.2578,0.633
85.50918611,-8.29994111,PGCC G212.56-19.17,,,,0.415,,0
312.61047389,66.703285,PGCC G102.19+14.13,,,,,,0
68.39686611,64.09691611,PGCC G144.46+10.96,9.62433,4.81047,-0.33876,,,0.500
91.86102306,20.65376889,PGCC G189.65+0.11,,,,,,0
338.29388389,65.3909,PGCC G109.18+6.28,,,,,,0
121.01206194,-40.77564611,PGCC G256.68-5.04,9.31606,5.45456,-1.44107,,,0.586
196.86782806,-72.63617694,PGCC G304.14-9.80,,,,,,0
51.47332806,48.20080889,PGCC G147.71-7.10,6.27629,5.70947,1.22095,,,0.910
127.71325694,-4.54628694,PGCC G229.06+19.68,10.4998,7.13098,-0.114716,,,0.679
196.73384111,-58.33264194,PGCC G304.97+4.48,6.74699,4.44571,0.843873,,,0.659
110.61319,3.41747,PGCC G213.42+8.46,9.84481,7.49434,0.420781,,,0.761
67.14218111,19.27178806,PGCC G177.51-19.87,17.332399,3.02414,-0.435863,,,0.174
179.73854111,-61.74741694,PGCC G296.76+0.49,14.5345,4.99406,0.827083,,,0.344
44.91857111,35.54200389,PGCC G150.37-20.41,10.7272,5.99144,-0.89,0.229087,0.534239,0.559
260.51013194,-35.42496111,PGCC G351.85+0.66,5.8272,4.67215,0.780522,0.57,0.865147,0.802
300.54531889,75.68884306,PGCC G108.21+22.02,,,,,,0
74.00186194,46.56629611,PGCC G159.98+2.05,,,,0.69,,0
217.89221194,-52.24157,PGCC G318.09+7.66,12.4135,5.73094,-0.35747,0.5,1.22675,0.462
116.85929889,-32.25071694,PGCC G247.63-3.51,9.84457,6.39155,-0.10233,,,0.649
75.23626694,34.04978194,PGCC G170.40-4.97,,,,0.23,,0
305.28759806,70.10408806,PGCC G103.59+18.25,12.3614,6.44943,-1.01089,,,0.522
82.44545694,57.14131889,PGCC G154.31+12.39,18.5791,6.87662,-0.396097,,,0.370
103.69750194,-11.68991806,PGCC G223.74-4.57,11.1801,8.17924,1.17196,,,0.732
142.63887,-86.23844889,PGCC G299.75-24.69,,,,,,0
79.61866806,7.75355,PGCC G194.79-16.65,,,,0.4,,0
269.822235,-5.60476111,PGCC G21.88+8.93,,,,,,0
253.20544389,-11.160035,PGCC G8.15+20.11,,,,0.12,,0
53.56598694,25.95326,PGCC G162.87-24.02,10.0309,6.15707,-0.674052,,,0.614
42.94772694,88.96923111,PGCC G123.51+26.24,,,,0.38,,0
119.26123806,20.68256194,PGCC G200.74+23.34,,,,0.345144,,0
284.82598889,0.76426194,PGCC G34.51-1.40,8.2015,4.82471,0.466866,,,0.588
48.67664694,6.64562389,PGCC G173.96-41.61,,,,0.265461,,0
84.67649111,66.53472889,PGCC G146.36+17.92,13.3296,4.97869,-0.352276,0.2,0.47394,0.374
265.37774694,-9.04404806,PGCC G16.65+11.09,13.129,6.46276,0.66247,-0.94,,0.492
8.69730694,69.99619306,PGCC G121.50+7.17,8.67371,5.26325,-0.86132,0.34,0.668244,0.607
296.87518306,5.49107111,PGCC G44.35-9.84,16.861401,3.44129,0.464455,,,0.204
286.53399694,22.45063389,PGCC G54.62+6.97,,,,0.54,,0
106.97894306,16.61861,PGCC G199.79+11.05,16.959999,5.59911,-0.359333,,,0.330
321.08828694,47.22353389,PGCC G90.66-2.25,8.15206,7.71084,1.45311,,,0.946
345.115845,21.146235,PGCC G91.03-34.76,7.33038,4.39243,1.21187,,,0.599
252.30192611,-13.11932306,PGCC G5.91+19.70,9.59686,5.45433,-0.246037,0.12,0.252548,0.568
272.08844,-5.70998889,PGCC G22.88+6.90,5.99884,4.20335,0.25427,,,0.701
326.79794306,47.16674389,PGCC G93.50-4.90,8.47384,5.87462,-0.362072,0.123027,0.252498,0.693
123.12188694,-33.75882,PGCC G251.68+0.16,6.27361,4.56436,1.04568,4.8,7.47165,0.728
53.05407,43.16300611,PGCC G151.55-10.60,15.3199,4.81607,-0.422627,,,0.314
123.06183611,-38.83705889,PGCC G255.89-2.67,,,,0.38,,0
177.63847389,-55.188305,PGCC G294.25+6.65,12.077,6.8096,0.683289,,,0.564
90.99799306,11.19661694,PGCC G197.51-5.22,8.19569,6.99097,1.50072,,,0.853
269.45376611,-18.39294611,PGCC G10.50+2.98,7.84707,4.32804,0.523037,,,0.552
70.52673306,-5.66189194,PGCC G202.49-31.24,16.0746,4.91658,-0.337645,0.218776,0.565755,0.306
285.56085194,17.76694694,PGCC G50.00+5.69,11.654,5.49023,0.519996,0.162181,0.377364,0.471
217.59074389,-44.48177306,PGCC G320.92+14.91,10.2108,6.33999,1.46155,,,0.621
345.86007694,61.79660806,PGCC G110.54+1.55,9.46115,3.74933,-0.000004,,,0.396
326.38424694,70.63388806,PGCC G108.64+13.12,6.58024,5.99847,-0.886663,,,0.912
277.06964111,-14.59232889,PGCC G17.34-1.60,,,,,,0
107.01268806,-10.44267611,PGCC G224.11-1.10,5.83026,4.56079,1.23218,,,0.782
347.087555,14.04137611,PGCC G88.46-41.83,11.3429,6.506,-1.52497,,,0.574
353.79007,56.55141389,PGCC G112.52-4.77,16.9429,5.62686,-1.52284,,,0.332
61.09230806,61.43505111,PGCC G143.98+6.72,13.1981,4.54709,-0.618415,,,0.345
86.54890389,52.16217806,PGCC G159.93+11.93,15.2919,7.12938,0.876201,,,0.466
148.38900806,-41.09121306,PGCC G270.48+10.31,10.3638,8.07404,-0.604796,,,0.779
73.99356111,51.78246306,PGCC G155.90+5.30,,,,,,0
281.88644389,-1.26926889,PGCC G31.36+0.29,10.0445,2.70807,0.520573,5.77,8.75381,0.270
53.752125,51.01570111,PGCC G147.31-3.95,6.16273,4.11121,-0.637365,,,0.667
230.17367611,-28.81938,PGCC G338.35+23.60,8.14731,3.95282,0.605551,,,0.485
4.849545,61.81608611,PGCC G119.16-0.82,,,,,,0
264.04388389,-31.811995,PGCC G356.48+0.20,8.90455,4.22706,0.761413,3.53,6.2998,0.475
325.2258,62.51520889,PGCC G102.82+7.34,8.13286,6.47105,0.102834,,,0.796
276.30914306,-12.82332611,PGCC G18.56-0.13,10.4138,5.05417,0.627538,3.14,6.62653,0.485
325.99844389,71.70906806,PGCC G109.28+14.00,8.2963,6.18736,-0.714665,0.175388,0.365529,0.746
177.11267111,86.85047111,PGCC G123.92+30.16,10.8898,4.97563,-0.65347,0.38,0.813661,0.457
307.92398111,25.99876194,PGCC G67.63-7.99,,,,,,0
34.312515,57.90725694,PGCC G134.15-3.08,8.827,4.13271,-0.619125,0.57,1.00144,0.468
189.47178611,-65.62830389,PGCC G301.53-2.79,15.7023,7.23001,-0.157774,,,0.460
106.34382611,2.63567889,PGCC G212.17+4.30,7.69985,6.1961,1.25714,,,0.805
319.07888806,42.08963806,PGCC G86.00-4.85,10.8836,7.82592,-1.32778,-0.78,,0.719
333.92861889,44.18772889,PGCC G95.68-10.29,11.8831,5.3936,-1.46868,0.33,0.768501,0.454
252.969635,-17.30022611,PGCC G2.74+16.73,7.51791,5.64244,0.289763,,,0.751
187.627365,-81.15915694,PGCC G302.09-18.32,10.7706,9.62311,-0.260939,0.17,0.503447,0.893
86.44764694,2.595395,PGCC G202.93-13.33,7.60321,6.71071,-0.242425,0.337287,0.700824,0.883
64.99786389,51.26651806,PGCC G152.54+0.80,11.6701,6.75747,1.14659,,,0.579
106.218575,-10.83584,PGCC G224.10-1.98,,,,1.21,,0
26.13679306,15.72124389,PGCC G141.24-45.25,9.93263,5.47527,-0.297536,,,0.551
324.90881306,52.31205694,PGCC G95.93-0.21,,,,,,0
55.77887694,53.13591,PGCC G147.05-1.50,10.7859,4.17165,-0.263834,0.47,0.917079,0.387
70.29730194,15.93390194,PGCC G182.28-19.60,13.1604,6.26745,-0.056104,0.23,0.607623,0.476
202.919525,-56.655735,PGCC G308.47+5.78,6.6885,4.13353,1.20494,0.51,0.780048,0.618
103.47743194,-5.66736694,PGCC G218.26-2.03,8.66085,7.00514,1.54758,,,0.809
84.65535694,-8.47859389,PGCC G212.34-20.01,12.124,6.94218,-0.508212,0.415,1.10751,0.573
304.74047889,25.09956694,PGCC G65.24-6.14,12.6873,5.67701,0.457914,,,0.447
147.59877,-51.66719806,PGCC G276.78+1.77,16.0574,5.0059,-0.452551,,,0.312
76.78434806,53.45763389,PGCC G155.59+7.67,14.5497,4.38491,-0.413095,,,0.301
75.52187306,35.509705,PGCC G169.38-3.89,15.805,6.24508,-0.700563,0.14,0.404596,0.395
254.33476306,-29.55037694,PGCC G353.51+8.33,8.85327,4.83886,0.939568,,,0.547
113.74045611,-28.24406806,PGCC G242.81-3.89,13.9724,5.33744,-0.53463,,,0.382
57.829445,33.50466889,PGCC G160.71-15.86,7.79551,5.68989,0.148608,0.14,0.271225,0.730
70.53858889,44.88295,PGCC G159.72-0.88,10.6061,4.94487,-0.347404,0.44,0.926904,0.466
230.73118611,-71.97148889,PGCC G314.15-12.48,8.04534,6.44245,0.122969,,,0.801
356.69393889,63.32163194,PGCC G115.75+1.36,15.5844,5.52936,0.567356,,,0.355
259.92804,-26.92673889,PGCC G358.57+5.89,5.87979,3.55517,-0.466604,0.12,0.159595,0.605
235.60107389,-7.32359306,PGCC G359.43+36.17,,,,,,0
343.43985,22.41135611,PGCC G90.20-32.88,13.1529,5.90969,-1.39164,,,0.449
107.21534,-19.53561194,PGCC G232.29-5.09,9.36071,5.75106,0.035566,0.59,1.25924,0.614
70.07121306,16.16862111,PGCC G181.94-19.63,11.57,6.28745,-0.816733,0.23,0.570635,0.543
356.92376694,55.27994194,PGCC G113.88-6.47,11.9843,5.76486,-1.28448,,,0.481
32.78430611,10.87508611,PGCC G152.54-47.36,13.8194,5.63394,-0.928326,,,0.408
232.95210306,-80.18295306,PGCC G309.62-19.46,13.8627,3.89693,0.477947,,,0.281
112.41420694,-18.87598,PGCC G234.01-0.44,9.43292,5.23199,0.507364,,,0.555
71.37853194,61.55789611,PGCC G147.32+10.35,13.809,4.37004,-0.662098,,,0.316
62.34798,16.81131389,PGCC G176.31-24.93,,,,,,0
260.27319306,-24.298695,PGCC G0.93+7.12,7.81695,6.70619,0.748482,0.12,0.252735,0.858
334.33035306,61.74641806,PGCC G105.74+4.13,11.332,6.576,1.10327,,,0.580
324.35754389,76.79315194,PGCC G112.57+18.01,5.51294,3.91402,1.54634,,,0.710
67.85469806,41.31471306,PGCC G161.05-4.73,15.8598,3.52354,-0.606872,0.58,1.26123,0.222
93.40186306,31.18258889,PGCC G181.05+6.37,10.4408,4.18688,-0.848933,0.62,1.19242,0.401
87.06321694,26.88313694,PGCC G182.06-0.57,12.3423,5.65189,-0.307375,,,0.458
241.85078389,-60.92606694,PGCC G324.59-6.59,9.57195,3.92701,0.428254,,,0.410
258.84414694,-5.70332611,PGCC G16.21+18.37,7.49554,5.54492,0.047523,,,0.740
354.90368694,65.79802694,PGCC G115.65+3.95,16.0366,6.4265,0.119258,,,0.401
311.71908611,32.81269806,PGCC G75.12-6.54,,,,0.67,,0
273.38809194,-13.99609806,PGCC G16.18+1.82,9.46627,6.36434,1.12493,,,0.672
161.23716694,19.67097306,PGCC G220.55+60.12,10.9163,5.78932,-1.46637,,,0.530
220.71348611,-58.34972806,PGCC G317.13+1.42,8.15243,5.20826,1.1786,,,0.639
16.02776,63.31951111,PGCC G124.35+0.48,14.431,5.45379,-1.55245,,,0.378
255.24211111,-50.98887306,PGCC G337.01-5.43,9.99824,5.57683,0.556786,,,0.558
262.05545,-32.30963889,PGCC G355.14+1.34,,,,,,0
303.07421889,20.04656611,PGCC G60.13-7.62,10.0788,5.26567,1.1862,0.58,1.2291,0.522
334.93066389,43.22640611,PGCC G95.73-11.49,,,,0.43,,0
69.31069194,26.50892111,PGCC G173.07-13.69,6.03536,4.11664,-0.277619,0.23,0.333486,0.682
47.06658889,3.35409694,PGCC G175.57-45.08,11.1741,5.10378,-0.461681,,,0.457
87.26042889,26.03597111,PGCC G182.87-0.85,12.8312,7.11216,-0.363959,,,0.554
115.99214194,-18.35863306,PGCC G235.21+2.77,13.1285,6.94996,-0.907349,,,0.529
51.613495,6.92604806,PGCC G176.40-39.35,11.6069,3.53459,-0.583609,0.263027,0.490066,0.305
48.43454694,27.04493306,PGCC G158.12-25.94,7.51899,4.95121,0.326488,0.14,0.248479,0.658
208.55801389,-72.94638806,PGCC G307.56-10.64,10.6633,7.07073,0.756194,0.66,1.66705,0.663
289.91513111,8.046115,PGCC G43.31-2.55,10.7386,7.45486,0.684099,,,0.694
35.82437111,61.94307694,PGCC G133.51+0.97,9.94174,6.19526,-0.339136,,,0.623
230.154175,-34.40570806,PGCC G334.86+19.06,,,,,,0
319.99270611,66.85455306,PGCC G104.25+12.01,8.07796,3.24253,-1.24861,,,0.401
86.64547,28.14570194,PGCC G180.79-0.23,7.13798,6.20769,-0.498283,,,0.870
271.01245111,-31.43290111,PGCC G359.85-4.70,13.5726,5.37417,0.511946,,,0.396
75.63322389,46.80407306,PGCC G160.49+3.08,,,,,,0
274.96676611,-5.64208194,PGCC G24.29+4.40,12.499,7.91379,-0.156564,0.26,0.752196,0.633
315.36343389,56.09323111,PGCC G94.68+6.41,6.19406,4.1227,-1.31491,0.191426,0.281388,0.666
342.24923694,44.74366806,PGCC G101.15-12.89,13.0048,5.20821,-1.27997,,,0.400
290.36727889,-36.66441306,PGCC G1.63-21.44,,,,,,0
59.82014806,4.94058194,PGCC G184.96-34.46,11.6269,6.28526,0.174436,,,0.541
3.41996194,10.04496194,PGCC G107.82-51.72,6.72713,3.46362,-1.30177,,,0.515
89.64036611,43.233875,PGCC G168.90+9.44,,,,,,0
55.25431111,66.85149389,PGCC G138.51+9.26,6.35102,3.50517,-0.206948,,,0.552
181.85455306,-49.01139806,PGCC G295.54+13.23,10.009,5.36073,0.808211,,,0.536
256.90979,-37.69993611,PGCC G348.31+1.68,7.82902,5.02848,-0.752759,,,0.642
120.112,-8.83974194,PGCC G228.92+11.00,6.8142,3.87762,-0.880148,,,0.569
54.92778389,51.56398,PGCC G147.58-3.07,11.3997,4.74002,-0.393233,0.48,1.02637,0.416
106.63613111,2.73755306,PGCC G212.21+4.61,9.66386,6.79982,1.42983,,,0.704
271.24594111,-25.46823111,PGCC G5.17-1.97,8.34337,7.54355,-1.0449,,,0.904
295.70748889,12.54217111,PGCC G50.00-5.40,5.77089,4.83611,1.34974,0.25704,0.395,0.838
82.71805611,-2.93812306,PGCC G206.17-19.23,,,,0.415,,0
12.62010389,56.77226611,PGCC G122.80-6.10,10.0068,6.69616,0.824689,,,0.669
182.94426,-40.67432806,PGCC G294.86+21.57,13.6311,6.11806,1.40447,,,0.449
50.75309806,24.06678194,PGCC G161.97-27.09,14.5246,6.93826,0.264993,,,0.478
63.24797389,39.00407,PGCC G160.23-8.86,,,,0.14,,0
159.01384,-86.60814694,PGCC G300.86-24.30,12.3471,5.01008,0.669836,,,0.406
244.81494111,-19.82045694,PGCC G355.55+21.18,10.8843,7.92937,-0.748736,0.12,0.324286,0.729
285.10336306,1.05599,PGCC G34.90-1.51,10.2581,4.63519,0.973266,2.01,4.03172,0.452
45.985645,35.766235,PGCC G151.04-19.77,8.4094,3.9123,-0.698215,0.394457,,0.465
279.30520611,13.79811111,PGCC G43.73+9.34,6.55081,3.62737,-1.28392,0.3,0.425394,0.554
43.17144389,32.17807806,PGCC G150.82-24.05,12.8244,4.00586,-0.646159,0.171396,0.35735,0.312
63.80975694,23.16500889,PGCC G172.23-19.64,12.3955,7.25607,0.338547,,,0.585
257.73278806,-22.51069306,PGCC G1.08+10.05,12.9454,4.60985,0.730192,0.12,0.269656,0.356
235.59614611,-52.81781,PGCC G327.16+1.82,6.03877,5.51787,1.53463,,,0.914
354.12771611,68.074875,PGCC G116.00+6.22,8.1627,6.41632,-0.414199,,,0.786
66.86947611,23.17112389,PGCC G174.20-17.54,7.88951,5.253,-1.19142,0.23,0.430708,0.666
350.01153611,55.74145111,PGCC G110.26-4.87,9.56048,3.72322,-0.82576,0.291072,0.505157,0.389
243.63426194,-13.87225889,PGCC G359.67+25.92,7.02272,4.97601,0.665176,0.463447,0.796929,0.709
178.92533889,-61.34384889,PGCC G296.30+0.81,15.4294,4.8014,0.970848,7.8,19.528999,0.311
76.49025,51.95498694,PGCC G156.70+6.63,10.4551,3.75652,-0.554446,,,0.359
118.77684,-38.88811889,PGCC G254.17-5.53,10.0482,4.8958,-1.1454,0.59,1.20375,0.487
96.32892611,21.00691806,PGCC G191.32+3.95,9.96391,4.16751,-0.534156,,,0.418
334.88876306,60.99908389,PGCC G105.55+3.36,11.1877,6.18945,-0.130553,1.37,3.31623,0.553
102.84416194,4.963745,PGCC G208.51+2.25,4.95761,3.58911,-0.43621,,,0.724
306.42672694,34.41143,PGCC G73.76-2.06,11.6649,6.23328,1.12214,,,0.534
289.99884,-36.87767,PGCC G1.31-21.23,9.5998,4.64581,0.216229,,,0.484
89.96859,16.47002194,PGCC G192.41-3.50,13.0892,5.71654,1.55611,0.8,2.01299,0.437
218.94581611,-46.931705,PGCC G320.83+12.28,15.2921,6.41635,1.08315,,,0.420
122.61611194,-27.85257889,PGCC G246.49+3.04,8.94297,4.51108,-1.13218,,,0.504
104.91806,1.53799,PGCC G212.50+2.53,11.9288,5.17912,0.764304,,,0.434
235.63262889,-36.534485,PGCC G337.27+14.68,10.7408,5.1104,0.6519,,,0.476
86.006615,-6.46498806,PGCC G211.06-17.92,8.94593,5.27895,-0.224414,0.415,0.829586,0.590
284.81060806,18.945435,PGCC G50.74+6.86,13.5867,3.05352,1.03229,0.63,,0.225
102.65026111,65.73748806,PGCC G149.77+24.48,9.35681,4.85996,-0.242757,0.295121,0.578905,0.519
298.502075,-2.26905806,PGCC G38.13-14.94,17.024099,3.74508,0.536446,,,0.220
335.05047611,69.300575,PGCC G110.21+10.25,6.42043,6.33781,-0.007254,0.33266,0.617275,0.987
86.199585,45.58481194,PGCC G165.61+8.46,,,,,,0
127.23816694,25.92291806,PGCC G197.91+31.99,14.7516,3.94358,-0.548642,,,0.267
37.48374194,10.84171389,PGCC G158.39-45.14,13.6992,4.13313,-0.67698,,,0.302
355.20129389,62.679245,PGCC G114.93+0.91,11.8608,5.55697,-1.17309,-1.44,,0.469
64.97171806,48.87822694,PGCC G154.20-0.91,,,,,,0
273.05224611,-16.28502306,PGCC G14.02+1.01,10.8827,5.3168,-1.52562,,,0.489
45.43043111,54.47733306,PGCC G141.20-3.71,12.9484,5.44103,0.045776,-0.67,,0.420
52.91608389,54.83723806,PGCC G144.69-1.12,,,,,,0
93.92308,31.05755389,PGCC G181.37+6.71,13.6649,5.1864,-0.392672,0.61,1.4938,0.380
273.55557306,-35.31404111,PGCC G357.42-8.41,11.0126,7.34072,0.401206,,,0.667
298.46798694,68.52974694,PGCC G100.95+19.68,8.84622,6.00989,-1.50877,,,0.679
84.58963806,11.23513306,PGCC G194.32-10.65,15.3975,5.67196,-1.21112,,,0.368
117.09996806,-26.71651306,PGCC G242.95-0.54,10.4913,4.53816,0.441046,,,0.433
252.24594111,-12.78556611,PGCC G6.16+19.94,7.98438,5.5182,-0.871085,0.12,0.231701,0.691
80.58177194,8.30935611,PGCC G194.81-15.54,8.94384,5.54196,1.02439,0.4,0.819182,0.620
301.78585806,55.86193806,PGCC G90.00+12.44,17.9503,5.29516,1.22193,,,0.295
70.57747694,-5.355995,PGCC G202.21-31.05,8.4709,4.47268,-0.094211,0.295121,0.528416,0.528
271.72457889,-21.91611889,PGCC G8.48-0.62,,,,3.89,,0
252.51995806,-15.31515889,PGCC G4.15+18.25,,,,0.12,,0
64.25115194,28.46358111,PGCC G168.46-15.72,18.6052,3.30433,-0.451247,0.14,0.319311,0.178
143.78611806,-42.05608694,PGCC G268.49+7.32,14.2307,3.98579,-1.39056,,,0.280
284.34536694,0.84616111,PGCC G34.36-0.94,9.43241,6.45167,-1.33766,3.9,8.84991,0.684
69.92596389,16.32280889,PGCC G181.72-19.65,7.4621,6.00942,0.719569,0.23,0.448024,0.805
228.83497611,-56.702255,PGCC G321.75+0.82,11.6956,5.70604,-1.03546,1.67,3.96846,0.488
72.19744111,19.97403694,PGCC G180.05-15.71,12.2495,7.41914,1.07174,0.23,0.63781,0.606
254.43769806,-39.52762611,PGCC G345.68+2.09,8.52401,4.74963,0.939135,,,0.557
293.940155,-76.75639306,PGCC G317.81-28.88,13.1613,5.17059,0.044335,,,0.393
100.63507111,9.40857806,PGCC G203.55+2.32,8.89513,5.07156,0.405296,0.41,0.801046,0.570
101.01930194,-15.92909,PGCC G226.40-8.78,18.284401,4.41339,-0.145995,0.41,1.07137,0.241
329.80667111,82.99620806,PGCC G117.78+21.92,8.72073,5.13745,-0.076204,0.38,0.739879,0.589
179.81851194,15.849395,PGCC G253.26+73.46,12.2855,5.34193,1.24202,,,0.435
67.82167806,58.29457111,PGCC G148.62+6.86,10.3174,6.38011,-0.906803,0.57544,1.35808,0.618
294.354095,69.14218889,PGCC G100.94+21.28,,,,,,0
136.10707111,65.72637194,PGCC G148.82+38.04,13.3081,4.97815,-0.092607,0.35,0.82868,0.374
215.63230889,-54.714355,PGCC G315.92+5.84,10.4025,5.02209,0.431748,-1.38,,0.483
63.09317389,48.40180611,PGCC G153.64-2.12,9.3597,5.73365,-0.192995,0.54,1.15071,0.613
261.28112806,-40.51875306,PGCC G347.98-2.72,9.15118,4.77095,0.357217,,,0.521
272.57003806,-32.45799306,PGCC G359.58-6.35,6.9196,4.38308,0.559606,,,0.633
299.357635,46.66105306,PGCC G81.14+9.10,7.7119,5.54363,0.743913,,,0.719
270.11245694,-3.50198111,PGCC G23.90+9.68,10.2245,5.90668,-1.26727,,,0.578
