alpha,delta,id,diameter,minAxis,posAngle,Dist kpc,Size pc,axisRatio
181.937225,-59.752445,PGCC G297.45+2.65,11.0722,4.03596,1.36337,,,0.365
19.03403889,60.96168889,PGCC G125.93-1.77,7.64185,7.00244,-0.800384,0.5,1.06395,0.916
294.09454306,12.52543,PGCC G49.22-4.04,11.6063,5.32291,-0.753461,0.177828,0.406582,0.459
239.64415,-70.06230889,PGCC G317.69-12.76,8.51005,6.40542,-1.17551,,,0.753
1.18161694,52.627285,PGCC G115.77-9.59,,,,,,0
36.26696,55.9967,PGCC G135.81-4.52,9.66889,7.29659,-1.10118,,,0.755
70.60272194,12.27585111,PGCC G185.60-21.54,,,,0.440555,,0
54.233295,23.73274194,PGCC G164.96-25.33,11.9585,5.5261,1.48016,0.14,0.331057,0.462
45.87616694,54.03226889,PGCC G141.64-3.97,8.94069,5.05034,-0.563306,0.44,0.860053,0.565
62.84909389,11.95582889,PGCC G180.77-27.73,7.96187,6.26331,-0.749985,,,0.787
89.13884694,31.83278806,PGCC G178.71+3.51,9.68332,4.6624,-0.516924,0.322107,0.629569,0.481
239.80996694,-29.69508389,PGCC G344.68+17.57,11.0794,7.85934,0.692384,,,0.709
64.56314111,38.38213,PGCC G161.41-8.58,9.45628,6.19916,-0.073734,0.14,0.311804,0.656
106.08297,-14.87454306,PGCC G227.64-3.94,,,,,,0
359.16632111,50.35807806,PGCC G114.06-11.57,10.2249,6.13101,1.49126,,,0.600
124.675255,-49.73234889,PGCC G265.66-7.71,7.62685,4.81087,-1.25676,-0.79,,0.631
218.64122,-46.67242806,PGCC G320.74+12.60,10.1982,7.04894,-1.00704,,,0.691
63.85083,28.37735194,PGCC G168.28-16.03,5.81263,3.0526,-0.455752,0.14,0.171544,0.525
52.17417889,31.49145111,PGCC G158.14-20.42,,,,0.14,,0
170.48924306,-66.35607111,PGCC G294.12-5.03,12.3994,9.35841,-0.652505,,,0.755
322.571075,69.00608806,PGCC G106.51+12.83,9.49901,5.39732,0.431935,0.43,0.895619,0.568
101.80905194,22.46394889,PGCC G192.30+9.16,12.7065,6.75233,-0.356175,,,0.531
61.46885306,17.088985,PGCC G175.46-25.37,15.5829,4.17741,-0.242321,,,0.268
106.936005,3.57411806,PGCC G211.60+5.25,12.6275,4.52434,-1.1392,,,0.358
11.76773806,72.33075,PGCC G122.60+9.46,9.27362,4.38259,0.558217,0.29,0.537792,0.473
274.43869,-8.17986306,PGCC G21.80+3.68,,,,,,0
102.44313,-21.68898194,PGCC G232.26-10.05,10.859,7.06227,-0.478086,,,0.650
263.82962,-39.73637389,PGCC G349.71-3.92,10.2484,3.78691,0.503128,,,0.370
81.14327194,32.83829889,PGCC G174.28-1.69,8.30046,4.28132,-0.597076,0.82,1.42194,0.516
93.25341,33.175365,PGCC G179.22+7.19,6.708,5.28287,0.090574,0.313329,0.542574,0.788
78.38142389,38.78922306,PGCC G168.12-0.10,11.9239,5.16354,-0.436287,,,0.433
306.22946194,64.02039306,PGCC G98.36+14.79,6.62944,5.05699,-0.887293,,,0.763
80.10445389,-4.10643806,PGCC G205.98-22.09,14.3287,5.82151,-1.20178,,,0.406
276.272705,-14.58231889,PGCC G16.99-0.92,6.87641,5.39468,-0.507127,4.53,8.0258,0.785
46.19096389,69.41088111,PGCC G134.23+9.52,,,,,,0
245.77894611,-28.68738194,PGCC G349.25+14.59,13.7404,7.02117,0.924824,0.12,0.342857,0.511
161.01655611,-69.84692389,PGCC G292.31-9.65,11.2149,6.03167,0.793783,,,0.538
51.13334306,31.42219,PGCC G157.42-21.01,10.3703,5.89956,-0.382989,0.14,0.318538,0.569
127.55719,-44.70436111,PGCC G262.63-3.24,7.3277,5.96338,-1.47658,1.09,2.09596,0.814
49.20414694,28.88513194,PGCC G157.56-24.04,12.7593,7.14029,0.198316,0.14,0.388711,0.560
105.80371889,-24.54922306,PGCC G236.22-8.50,7.38828,4.89221,-0.055496,,,0.662
320.65750111,45.53745306,PGCC G89.27-3.25,9.99885,5.0732,-1.50495,0.89,1.84388,0.507
268.56048611,-35.16216306,PGCC G355.58-4.76,8.9406,7.41827,-0.423526,-1.93,,0.830
139.34046889,-48.328465,PGCC G270.61+0.64,6.83906,4.77558,-0.999285,,,0.698
108.87069694,-28.674965,PGCC G241.19-7.88,9.67281,6.12981,-0.353979,,,0.634
304.18328889,21.68836806,PGCC G62.09-7.60,12.5696,4.35455,0.894107,,,0.346
293.07138111,16.88347611,PGCC G52.56-1.06,,,,,,0
215.07972694,-84.21764389,PGCC G305.28-21.76,11.8873,7.8835,-1.33284,,,0.663
85.714325,49.06850806,PGCC G162.40+9.94,15.3425,5.46631,1.38793,,,0.356
13.69161111,61.042515,PGCC G123.33-1.83,11.4144,6.30789,-0.646257,1.02,2.51766,0.553
42.93940694,5.76097806,PGCC G168.91-46.09,14.0322,4.20958,-0.343322,,,0.300
97.63694806,66.81152306,PGCC G148.10+22.78,12.5596,6.87462,-0.515862,,,0.547
349.23098806,44.00945694,PGCC G105.51-15.64,7.79765,5.97791,1.33396,,,0.767
65.65617389,54.65450306,PGCC G150.42+3.48,7.39207,5.50135,0.857984,0.118032,0.218949,0.744
119.25863611,20.44841,PGCC G200.98+23.25,13.5571,7.15359,-0.010129,,,0.528
320.71756,46.94383611,PGCC G90.29-2.28,,,,0.71,,0
43.94978306,30.67460806,PGCC G152.28-25.02,8.38468,6.41089,1.43087,,,0.765
102.88865694,-10.33768,PGCC G222.17-4.67,,,,,,0
199.46130389,-80.82878889,PGCC G304.04-18.01,,,,0.17,,0
250.34715306,-83.59117111,PGCC G308.83-23.56,,,,,,0
22.70986694,57.49260306,PGCC G128.23-4.97,7.60681,5.84454,0.277814,,,0.768
70.638405,32.46022389,PGCC G169.20-8.96,14.216,6.20952,-0.210597,0.14,0.382625,0.437
12.52668694,53.4459,PGCC G122.73-9.43,16.884001,7.96793,0.369879,,,0.472
88.89791111,-9.32424889,PGCC G215.06-16.60,14.7228,3.82533,0.291616,0.415,0.905951,0.260
238.41841111,-34.11915194,PGCC G340.68+15.08,12.3067,5.06406,0.747963,,,0.411
306.40664694,13.90680111,PGCC G56.64-13.62,9.87566,5.27845,1.20059,0.385478,0.809586,0.534
312.34323111,59.51807,PGCC G96.31+9.83,6.80548,4.97251,-1.23003,,,0.731
44.36713806,20.070425,PGCC G159.14-33.79,8.34664,7.15554,0.039613,0.325,0.730612,0.857
54.86629889,63.03769694,PGCC G140.70+6.12,12.9421,4.08211,-0.871078,,,0.315
121.48107111,-45.17178306,PGCC G260.62-7.07,,,,,,0
274.24966389,-16.68836,PGCC G14.21-0.19,6.91744,4.01138,0.35146,4.63,7.09458,0.580
29.36001,50.011135,PGCC G133.67-11.48,14.7047,4.44354,-0.849322,,,0.302
52.24189,30.05258194,PGCC G159.12-21.53,9.25141,6.16936,0.939706,0.14,0.307666,0.667
63.99874889,-26.631845,PGCC G224.56-44.71,7.81368,4.38127,-0.036472,,,0.561
67.26396194,18.650805,PGCC G178.10-20.18,7.26996,5.65102,-1.47898,0.23,0.428829,0.777
13.414635,78.37635,PGCC G123.05+15.51,12.5104,6.44988,-0.302871,,,0.516
84.98737306,34.95997194,PGCC G174.24+2.15,,,,,,0
312.43792694,78.22315194,PGCC G111.98+20.90,7.09707,4.85872,-1.2791,,,0.685
112.88649,-56.13964111,PGCC G267.92-17.00,9.18002,4.78749,-1.15752,,,0.522
125.57793389,-47.92104694,PGCC G264.48-6.21,7.8056,4.71821,-1.51507,,,0.604
19.91552194,61.47182806,PGCC G126.30-1.22,7.50813,6.42065,0.835781,,,0.855
89.16047694,-13.795505,PGCC G219.42-18.27,7.31931,5.73936,-0.220756,,,0.784
36.463455,11.75218806,PGCC G156.52-44.87,6.20207,3.59153,-0.468696,,,0.579
72.65972889,34.71531306,PGCC G168.54-6.22,8.21431,4.57785,0.062964,0.14,0.24973,0.557
330.86758389,42.123035,PGCC G92.61-10.65,12.0538,6.29469,1.49569,0.6,1.52029,0.522
309.53433194,68.03955111,PGCC G102.60+15.87,5.11228,3.82084,-0.848643,,,0.747
137.17770389,9.36655,PGCC G220.54+34.70,11.8855,4.12632,-0.721156,,,0.347
93.56513194,16.44042806,PGCC G194.12-0.50,10.3863,5.33093,-1.03141,,,0.513
257.98605306,-41.25201806,PGCC G345.95-1.10,8.40764,5.03311,-1.45919,,,0.599
126.22532694,-42.03051,PGCC G259.89-2.47,14.8391,4.31502,-1.21667,1.75,4.07343,0.291
149.23336806,-47.81179806,PGCC G275.19+5.44,9.84401,6.4629,-1.52346,,,0.657
334.36386111,54.86313194,PGCC G101.93-1.60,,,,,,0
68.74591111,34.54641306,PGCC G166.56-8.77,11.8946,6.44224,-0.751495,0.14,0.356491,0.542
62.69297,28.35380194,PGCC G167.55-16.78,12.5314,5.71983,-0.153773,0.14,0.344784,0.456
225.06327806,-47.38964806,PGCC G324.43+10.03,8.58255,6.40011,0.926669,,,0.746
48.24980194,30.55404306,PGCC G155.78-23.14,7.84289,5.0403,-0.767221,0.14,0.256048,0.643
117.63221694,-26.12470611,PGCC G242.69+0.17,7.35186,5.71739,0.384889,,,0.778
229.18646194,-60.03782306,PGCC G320.15-2.12,8.27975,3.54006,0.534377,,,0.428
68.26200111,55.17839806,PGCC G151.08+4.92,3.9394,3.43337,-0.426536,0.189671,0.20291,0.872
68.452995,55.156895,PGCC G151.17+4.99,,,,0.172187,,0
260.92132611,-33.879265,PGCC G353.31+1.25,7.93839,5.76138,1.31912,2.99,5.88203,0.726
237.89692694,-3.29884111,PGCC G5.10+36.99,8.84054,4.52241,0.172789,,,0.512
104.357155,0.55708806,PGCC G213.12+1.59,8.03486,7.32681,-1.01016,,,0.912
249.77688611,-24.35171306,PGCC G355.06+14.75,,,,0.12,,0
325.46685806,13.68187889,PGCC G68.45-28.53,14.0158,5.59528,1.26599,,,0.399
87.08213806,23.63201889,PGCC G184.85-2.23,7.17878,5.45618,-0.235096,,,0.760
215.60899389,86.59455111,PGCC G121.41+30.26,8.24937,4.30513,0.174379,,,0.522
133.363205,-30.80075111,PGCC G254.42+8.89,10.8535,7.96728,1.55552,,,0.734
107.966965,-11.84570806,PGCC G225.79-0.92,6.92855,5.47064,-1.32097,,,0.790
126.16870111,-47.40296889,PGCC G264.28-5.58,15.6108,4.84288,-0.985943,,,0.310
334.90698194,83.91483306,PGCC G118.89+22.27,9.8089,5.72965,-0.019489,0.38,0.828676,0.584
74.43367,48.32167111,PGCC G158.79+3.37,14.7963,4.00271,-0.064762,3.69,8.26052,0.271
124.40595194,-87.58013889,PGCC G300.42-26.22,12.5617,5.31105,0.629256,,,0.423
331.99209611,73.26228306,PGCC G111.73+14.05,,,,,,0
123.56062306,-9.27367694,PGCC G231.07+13.71,8.42592,4.84055,-0.900676,,,0.574
263.81109611,-39.95325889,PGCC G349.52-4.02,12.1971,4.58142,0.372383,0.95,2.06575,0.376
30.144585,75.70310194,PGCC G127.26+13.42,6.49679,4.15793,-0.708891,,,0.640
252.42967194,-8.53833111,PGCC G10.01+22.21,14.6162,5.00056,0.146857,0.174582,0.434163,0.342
68.86222806,34.32342889,PGCC G166.80-8.85,6.47345,3.69119,-0.163888,0.14,0.19907,0.570
91.53490389,15.47277694,PGCC G194.02-2.68,6.89356,6.0591,0.303147,,,0.879
330.04486111,52.74891694,PGCC G98.63-1.85,9.38416,3.77518,1.39448,,,0.402
20.37516389,61.50756111,PGCC G126.51-1.16,5.58564,5.4712,0.719188,,,0.980
255.722885,-14.52008389,PGCC G6.70+16.18,,,,0.12,,0
290.262115,38.03757889,PGCC G70.22+10.99,18.4359,6.32977,-0.2197,0.341979,1.07461,0.343
89.24054,38.80780806,PGCC G172.67+7.03,13.077,6.34082,0.099884,0.46,1.21846,0.485
60.77823611,56.46682694,PGCC G147.17+2.90,10.3893,5.86999,-0.45399,,,0.565
247.39036611,-48.99003611,PGCC G335.24-0.30,,,,3.09,,0
73.07322694,40.27382694,PGCC G164.44-2.44,9.22069,4.28936,-0.296757,,,0.465
47.40453,69.27583306,PGCC G134.68+9.62,16.595301,6.36984,-0.472321,-0.52,,0.384
66.45564306,46.12640389,PGCC G156.86-2.14,13.0808,4.8116,-0.10417,,,0.368
348.09964,78.66645806,PGCC G118.00+16.75,9.31227,5.81959,-0.154875,,,0.625
13.11091,61.99221389,PGCC G123.05-0.88,14.2149,6.07776,-0.00479,,,0.428
30.31393611,63.65546389,PGCC G130.59+1.83,10.0584,5.67873,-1.47739,0.147911,0.325174,0.565
59.31912194,62.92409889,PGCC G142.36+7.29,,,,,,0
287.43096889,37.51149,PGCC G68.75+12.79,12.7731,4.95688,0.428576,0.194984,0.451313,0.388
314.954315,77.46125,PGCC G111.64+20.03,,,,,,0
229.62927194,-60.18142306,PGCC G320.26-2.36,7.52799,4.90992,-1.34389,2.8,4.95178,0.652
267.43087806,-31.67515194,PGCC G358.11-2.17,5.46575,3.06045,0.828947,,,0.560
95.94355,23.48312194,PGCC G188.95+4.78,9.59872,5.37156,-0.30685,,,0.560
268.21871889,-34.13328611,PGCC G356.33-3.99,,,,,,0
90.79982,8.56533694,PGCC G199.74-6.66,8.82058,3.69801,-0.528818,,,0.419
104.15419,-18.08001111,PGCC G229.68-7.03,,,,0.131826,,0
28.24268694,70.79145806,PGCC G128.00+8.53,16.2286,4.6181,-0.572135,0.44,1.10803,0.285
255.62562611,-22.236895,PGCC G0.15+11.80,,,,,,0
293.92788694,25.70681194,PGCC G60.67+2.51,6.5341,4.76965,-1.18527,,,0.730
248.711685,-14.11805889,PGCC G2.83+21.92,14.2509,5.89089,-0.250539,0.12,0.319831,0.413
230.38913,-33.30163611,PGCC G335.70+19.85,11.788,3.39864,0.425439,,,0.288
145.680115,-78.99619306,PGCC G294.40-19.40,8.79779,5.53542,0.97117,,,0.629
150.73098806,-59.28709,PGCC G282.86-3.15,10.0992,4.08059,1.19824,,,0.404
233.49685694,-26.46609694,PGCC G342.47+23.66,,,,,,0
125.989235,-40.72130194,PGCC G258.72-1.86,13.8595,6.39038,-1.01968,,,0.461
89.32620194,38.41497,PGCC G173.05+6.90,11.2194,4.3298,-0.091511,,,0.386
55.46001389,31.73032806,PGCC G160.31-18.50,,,,0.14,,0
149.86212194,65.56033306,PGCC G145.70+43.19,12.8256,4.60983,-0.514525,,,0.359
252.34930389,-47.79470806,PGCC G338.32-1.96,8.46639,4.35105,0.815137,,,0.514
312.27304111,24.988115,PGCC G69.18-11.74,6.85852,5.19522,-1.52919,0.145211,0.252141,0.757
31.54280889,20.55674389,PGCC G145.63-39.00,6.97755,2.73794,-0.741106,0.326588,0.415231,0.392
85.66810611,49.05651111,PGCC G162.39+9.91,16.9459,5.61023,1.34931,,,0.331
309.55978389,66.71321889,PGCC G101.47+15.11,13.7193,4.76794,0.629977,,,0.348
278.391205,-5.29902111,PGCC G26.18+1.54,6.22144,3.64471,0.66756,6.03,8.35258,0.586
92.66993,29.09693306,PGCC G182.60+4.83,16.655899,4.62534,-0.157621,,,0.278
72.84697694,35.76338611,PGCC G167.83-5.44,,,,0.14,,0
44.599285,20.57285694,PGCC G159.02-33.26,8.69227,6.80294,-1.1059,0.189671,0.424271,0.783
97.872345,-31.37883889,PGCC G239.73-17.67,9.74131,5.68627,-0.980426,,,0.584
45.10754389,35.83789389,PGCC G150.35-20.07,8.88895,8.34198,0.229166,0.246604,0.617713,0.938
84.09369694,6.42632306,PGCC G198.32-13.50,13.0854,4.39419,-0.143085,0.4,0.882306,0.336
148.30096389,-38.64170806,PGCC G268.83+12.16,15.2885,4.46864,-1.03151,,,0.292
63.68856,49.46378694,PGCC G153.19-1.08,12.6233,3.95705,1.16315,,,0.313
276.592285,-0.51887889,PGCC G29.60+5.34,8.38447,5.53728,-1.30347,,,0.660
75.51156611,46.85088,PGCC G160.40+3.04,,,,,,0
312.18597389,32.10734194,PGCC G74.81-7.29,12.0602,6.55676,1.09936,,,0.544
10.19857694,52.85881,PGCC G121.30-9.98,13.2563,6.71999,-0.982733,,,0.507
284.91665611,0.96293111,PGCC G34.73-1.39,5.97088,4.1516,-0.396713,,,0.695
326.79248,68.09267389,PGCC G107.04+11.11,10.0984,5.85921,-1.50077,,,0.580
298.00564611,51.93980806,PGCC G85.38+12.45,16.839899,5.42554,1.1713,,,0.322
115.28472111,20.83336806,PGCC G199.09+19.95,,,,0.261818,,0
30.092825,75.82274611,PGCC G127.21+13.53,12.1084,6.45773,-0.90758,0.27,0.694504,0.533
84.52899194,-7.14531194,PGCC G211.01-19.54,8.56246,5.18389,0.305587,0.415,0.80427,0.605
66.76393889,36.62187194,PGCC G163.91-8.56,11.8526,5.10601,-0.568541,0.42,,0.431
52.441555,62.20047389,PGCC G140.28+4.79,8.88674,5.92764,0.502064,0.63,1.33008,0.667
330.50961306,58.965565,PGCC G102.58+2.96,6.62528,4.50258,-1.55724,0.48,0.762606,0.680
63.80549194,49.38564306,PGCC G153.30-1.08,,,,,,0
65.47678389,65.94113194,PGCC G142.22+11.31,8.30744,7.45697,-1.34605,,,0.898
290.03591889,8.50017389,PGCC G43.77-2.44,11.6721,5.61415,0.274216,,,0.481
92.99130194,13.65916,PGCC G196.29-2.32,8.4247,4.36308,-1.33322,,,0.518
125.49089806,-44.41243694,PGCC G261.54-4.27,13.2175,5.76255,-1.16564,,,0.436
314.89147889,33.80695,PGCC G77.59-7.96,8.38151,4.08665,1.06627,,,0.488
96.92810806,-9.88494306,PGCC G219.13-9.72,10.0627,5.09612,1.41836,0.905,,0.506
276.83633389,-10.59858611,PGCC G20.77+0.45,8.61585,6.05188,0.512816,4.62,,0.702
303.37753306,31.38934694,PGCC G69.82-1.65,7.19732,3.84761,0.512707,1.78,2.72475,0.535
1.60577889,53.390575,PGCC G116.17-8.89,18.1395,5.26219,-1.44508,,,0.290
186.765015,-59.74080694,PGCC G299.86+2.99,,,,,,0
324.08529694,70.04666111,PGCC G107.65+13.21,6.14455,3.80463,-0.27883,,,0.619
92.191475,-8.6655,PGCC G215.92-13.39,5.41983,3.03188,-0.551026,0.415,0.489354,0.559
71.31479611,21.92275806,PGCC G177.93-15.17,17.440001,7.14094,1.16125,0.233346,0.757493,0.409
66.75528,25.17722889,PGCC G172.55-16.30,6.89936,5.95295,-0.226882,0.23,0.428771,0.863
26.61128806,56.49987806,PGCC G130.51-5.56,8.16127,5.61091,-1.10873,0.123027,0.242171,0.688
69.44419111,55.39488611,PGCC G151.38+5.56,10.6339,6.07964,1.46879,,,0.572
62.41691611,55.09467694,PGCC G148.77+2.50,9.06245,5.56123,1.10262,0.10666,0.22026,0.614
259.47934,-18.81213806,PGCC G5.12+10.79,8.38574,3.65091,0.523417,0.12,0.193143,0.435
270.89602694,-41.149345,PGCC G351.21-9.27,,,,,,0
180.83779889,-56.248295,PGCC G296.25+6.00,8.19755,3.45821,0.967356,0.61,0.944766,0.422
94.23137694,14.43759306,PGCC G196.18-0.89,12.5954,2.9163,-0.609752,4.8,8.46233,0.232
59.68699611,0.70997,PGCC G189.04-37.10,10.7875,3.52234,-0.430859,,,0.327
87.74480389,-8.89831194,PGCC G214.15-17.45,,,,0.415,,0
323.89230306,12.10162306,PGCC G65.95-28.40,15.6387,3.45199,1.13109,,,0.221
295.54620389,-5.75585111,PGCC G33.54-13.90,7.14388,5.44572,0.78849,,,0.762
258.67694111,-1.21790806,PGCC G20.22+20.78,12.6711,5.60334,0.544317,,,0.442
280.94686889,12.37324111,PGCC G43.14+7.28,10.0801,5.98688,0.732125,0.3,0.677925,0.594
72.42582694,32.56198111,PGCC G170.10-7.73,13.4582,3.31641,-0.435405,0.23,0.446974,0.246
218.79879806,-63.65044389,PGCC G314.14-3.06,,,,,,0
289.38601694,-2.49399611,PGCC G33.69-6.94,12.0995,7.29532,-0.468133,-1.18,,0.603
94.23983,-9.17567806,PGCC G217.29-11.79,11.5991,7.55255,-0.923727,0.415,1.12988,0.651
28.45812389,66.24330889,PGCC G129.17+4.13,7.36128,4.29916,-0.800886,,,0.584
306.726715,23.29748306,PGCC G64.77-8.65,9.48018,5.50102,0.892617,,,0.580
79.80960806,19.95959111,PGCC G184.33-9.90,,,,,,0
250.61676,-41.03023889,PGCC G342.66+3.37,12.2248,4.9601,1.05489,,,0.406
298.72802694,-15.78559194,PGCC G25.42-20.99,9.11393,6.05158,1.19674,,,0.664
113.75914806,-24.05901306,PGCC G239.15-1.85,,,,3.74,,0
256.77935806,-45.62454194,PGCC G341.91-3.00,11.9024,5.58597,0.419356,,,0.469
71.37696111,16.99629611,PGCC G182.04-18.13,,,,0.23,,0
284.25848389,6.92338111,PGCC G39.73+1.91,9.84485,4.63939,-0.871393,0.99,1.94624,0.471
260.76248194,-38.25574111,PGCC G349.63-1.11,9.22988,4.11812,0.434595,,,0.446
147.79505889,-38.32438694,PGCC G268.32+12.15,10.4654,4.55759,1.35141,,,0.435
62.33725694,28.11643389,PGCC G167.50-17.17,15.6085,6.28813,-0.976868,0.14,0.403456,0.403
87.63610111,7.673635,PGCC G198.98-9.83,14.5822,4.45668,-0.863256,0.4,0.938003,0.306
273.24859611,-21.03799194,PGCC G9.94-1.43,7.56317,4.98778,0.482425,1.21,2.16181,0.659
90.083885,30.95133806,PGCC G179.88+3.77,14.8508,7.66579,1.47979,,,0.516
68.21093806,60.53049889,PGCC G147.09+8.51,7.8403,5.72326,-0.077064,,,0.730
128.75186194,64.55077389,PGCC G151.23+35.36,13.492,5.32592,-0.323493,0.35,0.863039,0.395
324.27887,76.64466111,PGCC G112.44+17.92,14.7085,3.44635,-0.496121,,,0.234
357.68774389,22.69923806,PGCC G105.07-38.06,10.9602,5.59469,1.01779,,,0.510
92.25143389,-8.55110611,PGCC G215.84-13.29,,,,0.415,,0
141.56645194,66.81105806,PGCC G146.46+39.66,7.57906,3.71925,-0.159473,0.35,0.540542,0.491
29.33792694,62.67979389,PGCC G130.41+0.77,8.56808,4.67406,-0.164812,0.75,1.38063,0.546
93.47615111,33.72563611,PGCC G178.81+7.61,,,,0.559757,,0
45.85274889,56.13273611,PGCC G140.61-2.14,11.4332,5.29053,-0.534606,,,0.463
87.91992194,-9.05537889,PGCC G214.37-17.36,13.4192,5.99793,0.089716,0.415,1.08303,0.447
53.56296889,49.67874111,PGCC G148.00-5.10,11.0313,6.02164,-0.694131,,,0.546
43.62639194,5.92804111,PGCC G169.50-45.52,7.30631,4.8285,-0.376911,0.265461,0.458651,0.661
76.39257806,18.64454111,PGCC G183.58-13.30,10.544,5.81949,0.455193,,,0.552
57.15775306,1.528975,PGCC G186.31-38.65,17.455601,4.13783,-0.683087,,,0.237
329.404755,77.55474111,PGCC G113.97+17.82,8.64295,4.62254,-0.637029,,,0.535
65.089195,38.09431806,PGCC G161.91-8.49,9.85653,4.74016,-0.402834,0.14,0.278364,0.481
147.35162389,-51.37708694,PGCC G276.48+1.90,8.28095,6.59868,-0.828484,,,0.797
307.29104611,59.02396389,PGCC G94.35+11.62,,,,0.322107,,0
124.48976889,-50.91531389,PGCC G266.60-8.46,7.12297,5.8202,-0.000518,,,0.817
50.312325,71.49626889,PGCC G134.31+12.02,9.73511,3.92297,-0.392124,,,0.403
256.50811806,-47.72189306,PGCC G340.12-4.11,16.802099,7.37305,0.364136,,,0.439
219.97859194,-63.48360806,PGCC G314.69-3.12,,,,,,0
117.18734,-46.53559111,PGCC G260.28-10.34,13.5599,5.85977,0.895781,,,0.432
112.5215,-13.13364889,PGCC G229.01+2.40,10.1175,6.68598,-0.425264,0.157761,0.377437,0.661
347.42529306,17.39532306,PGCC G91.06-39.10,13.2535,4.22467,0.452325,,,0.319
350.57934611,57.66267389,PGCC G111.21-3.17,14.8338,6.74067,-1.12596,3,,0.454
113.70414694,-24.12458194,PGCC G239.18-1.92,11.7838,8.42799,-1.05325,,,0.715
103.81060806,-7.30693389,PGCC G219.87-2.48,11.069,5.84344,-0.475126,,,0.528
148.27789306,-47.46970389,PGCC G274.47+5.31,11.642,5.36787,0.518677,,,0.461
27.61468306,55.19441194,PGCC G131.35-6.71,14.6988,6.29537,-0.212357,,,0.428
67.91816694,12.15763694,PGCC G184.01-23.72,10.7492,4.74921,-0.396752,,,0.442
72.28986389,30.09317,PGCC G171.96-9.38,11.1318,8.12212,0.504529,0.23,0.63617,0.730
128.92015111,-54.26787194,PGCC G270.93-8.15,12.301,6.13232,0.537246,,,0.499
48.48055611,58.48440889,PGCC G140.66+0.60,17.0851,4.67417,1.11889,,,0.274
346.57531694,47.27568389,PGCC G105.05-11.91,13.2075,6.4057,-0.896991,,,0.485
85.51342806,4.29248111,PGCC G200.94-13.32,,,,0.415,,0
193.22213694,-79.97286194,PGCC G303.00-17.10,8.70569,7.23767,0.128886,0.17,0.392534,0.831
290.38067611,10.04324611,PGCC G45.30-2.02,6.63381,4.89695,-0.299955,-1.88,,0.738
139.00248694,-41.32515306,PGCC G265.41+5.34,,,,,,0
83.96157111,36.14310111,PGCC G172.80+2.07,7.83316,4.53059,-0.281888,0.85,1.47296,0.578
281.11154194,8.04444694,PGCC G39.32+5.20,13.5931,5.46389,0.381666,,,0.402
144.67337,-48.73344,PGCC G273.45+2.79,14.3571,3.98492,0.775765,,,0.278
218.15498389,-51.20287694,PGCC G318.64+8.56,13.2347,4.52521,0.432662,,,0.342
250.10289,-48.23460806,PGCC G337.01-1.11,9.49821,5.3791,1.27863,5.53,11.4981,0.566
348.83914194,61.530125,PGCC G111.74+0.76,5.96287,4.40193,1.0799,5.06,7.54095,0.738
89.51600611,39.47425806,PGCC G172.19+7.55,11.3105,3.79234,-0.186538,,,0.335
70.16312389,25.12824111,PGCC G174.67-13.98,13.0192,6.02585,-0.441656,0.23,0.592592,0.463
284.83007806,5.58705306,PGCC G38.80+0.80,6.80323,4.97453,0.047297,2.1,3.55369,0.731
201.73222389,-58.48579806,PGCC G307.57+4.07,10.5046,4.40291,0.63167,-1.63,,0.419
278.56860389,12.07214611,PGCC G41.84+9.23,,,,0.3,,0
194.81933611,-53.57215111,PGCC G304.11+9.28,9.93479,5.98089,0.275586,0.74,1.65928,0.602
101.41179694,-5.302485,PGCC G217.00-3.70,9.75452,5.76648,0.334431,,,0.591
344.34832806,35.14021694,PGCC G98.01-22.15,14.3605,3.74912,-1.43341,,,0.261
22.30752611,68.24481194,PGCC G126.44+5.63,8.16909,5.07934,-1.26303,,,0.622
146.46752889,-50.74337806,PGCC G275.64+2.03,12.2887,7.97336,0.011014,0.59,1.69884,0.649
105.393875,-32.15966,PGCC G243.06-12.09,6.02824,4.95549,-0.736091,,,0.822
0.52938389,56.93718,PGCC G116.21-5.29,9.27489,6.38984,-1.00727,0.61,1.36602,0.689
106.37738,-11.24121694,PGCC G224.53-2.02,7.71275,5.43781,0.322332,,,0.705
351.592285,26.21171389,PGCC G100.14-32.87,12.0214,5.75,1.54827,,,0.478
289.96908611,7.43209889,PGCC G42.80-2.88,13.0762,7.25349,0.775114,,,0.555
38.77334194,7.66777389,PGCC G162.44-47.10,9.23538,4.35164,-1.02345,,,0.471
84.26597611,-6.60365389,PGCC G210.37-19.53,11.469,4.14712,-0.05215,0.415,0.832552,0.362
245.81361389,-22.93672194,PGCC G353.72+18.43,,,,0.12,,0
279.83035306,0.34870694,PGCC G31.86+2.85,,,,0.26,,0
114.65511306,-32.79903389,PGCC G247.19-5.40,,,,,,0
74.55394,48.17628111,PGCC G158.96+3.35,9.04976,4.96294,-0.953284,,,0.548
128.35961889,-54.47131,PGCC G270.90-8.54,,,,,,0
123.46240194,-35.377865,PGCC G253.18-0.50,11.7994,6.22816,0.765064,,,0.528
54.88738611,31.38767389,PGCC G160.14-19.08,10.805,4.94966,-1.37744,0.14,0.297821,0.458
70.67385111,34.17882194,PGCC G167.90-7.82,9.25193,6.1566,0.077145,0.14,0.307356,0.665
